CurrentTime(ms)
1401179034035
AccTime(ms), AccX, AccY, AccZ, GravityTime(ms), GravityX, GravityY, GravityZ
818.267822, 0.3100053369998932, -0.2636018395423889, 0.340392142534256, 818.237304, 1.0126441717147827, 6.609206199645996, 7.178173065185547
818.298339, 0.4343966543674469, -0.040715333074331284, 0.3444337546825409, 818.298339, 1.0024653673171997, 6.631809234619141, 7.158863067626953
818.328857, 0.07843688875436783, 0.14040802419185638, 0.34263747930526733, 818.298339, 0.9776170253753662, 6.656358242034912, 7.139403343200684
818.359374, -0.3695814609527588, 0.2046244740486145, 0.2703378200531006, 818.328857, 0.9476792812347412, 6.685697078704834, 7.115902423858643
818.359374, -0.5671705603599548, 0.3005749583244324, 0.2950364649295807, 818.359374, 0.9144483804702759, 6.717281341552734, 7.090604782104492
822.113037, -0.47256729006767273, 0.3932322561740875, 0.4297563135623932, 818.389892, 0.8822653293609619, 6.746021747589111, 7.067253589630127
822.174072, -0.1845661997795105, 0.41583526134490967, 0.5116360187530518, 822.143555, 0.8584648370742798, 6.7707200050354, 7.046596527099609
822.20459, 0.11511062830686569, 0.4239184558391571, 0.6047424077987671, 822.174072, 0.8455916047096252, 6.790778636932373, 7.028783798217773
822.235107, 0.29249176383018494, 0.4887336790561676, 0.6581813097000122, 822.20459, 0.8400530815124512, 6.805448055267334, 7.0153117179870605
822.540283, 0.16884887218475342, 0.5195695757865906, 0.6945556402206421, 822.235107, 0.836011528968811, 6.814728736877441, 7.006629467010498
822.662354, -0.021854553371667862, 0.6020480394363403, 0.840352475643158, 822.631836, 0.8298742771148682, 6.819368839263916, 7.00288724899292
822.692871, -0.1651066541671753, 0.6268963813781738, 0.9842033386230469, 822.662354, 0.8217910528182983, 6.819518566131592, 7.003635883331299
822.723389, -0.2992277443408966, 0.7686516046524048, 1.274898886680603, 822.723389, 0.8144563436508179, 6.815626621246338, 7.008275985717773
822.753906, -0.37601807713508606, 0.7250921726226807, 1.219514012336731, 822.723389, 0.8071215748786926, 6.803352355957031, 7.021149635314941
822.784424, -0.2829116880893707, 0.7743397355079651, 1.083746314048767, 822.784424, 0.8071215748786926, 6.799460411071777, 7.0248918533325195
822.814941, -0.1401086449623108, 0.6577322483062744, 0.8949888348579407, 822.784424, 0.8092172145843506, 6.799759864807129, 7.024442672729492
822.845459, 0.11346404999494553, 0.5465134978294373, 0.7753875851631165, 822.814941, 0.810564398765564, 6.806046962738037, 7.01830530166626
823.181152, 0.29234206676483154, 0.5221142768859863, 0.6671626567840576, 823.181152, 0.8077203631401062, 6.818021774291992, 7.006779193878174
