CurrentTime(ms)
1401179144288
AccTime(ms), AccX, AccY, AccZ, GravityTime(ms), GravityX, GravityY, GravityZ
692.565918, 0.34129029512405396, -0.14549744129180908, 0.5447172522544861, 0.0, 0.7307803630828857, 6.246660232543945, 7.528594017028809
692.626953, 0.5053490996360779, -0.05987548828125, 0.5598357915878296, 692.596436, 0.7122189402580261, 6.27659797668457, 7.505392551422119
692.657471, 0.438138872385025, 0.04296066239476204, 0.5385800004005432, 692.626953, 0.6944059729576111, 6.3083319664001465, 7.48039436340332
692.687988, 0.1850152611732483, 0.09864486753940582, 0.46149033308029175, 692.657471, 0.6852749586105347, 6.338119983673096, 7.455995082855225
692.718506, -0.014070739969611168, 0.17962646484375, 0.41239243745803833, 692.687988, 0.6827302575111389, 6.364614486694336, 7.433691501617432
692.718506, -0.035625915974378586, 0.3600013852119446, 0.379161536693573, 692.718506, 0.6818321347236633, 6.389313220977783, 7.412435531616211
692.749024, -0.09445358067750931, 0.46613067388534546, 0.3041674792766571, 692.749024, 0.6798861622810364, 6.413263320922852, 7.392077922821045
692.779541, -0.09610015898942947, 0.5493575930595398, 0.279468834400177, 692.779541, 0.6752458214759827, 6.435118198394775, 7.373366832733154
692.810059, -0.14669494330883026, 0.6198610067367554, 0.22123992443084717, 692.779541, 0.6703060865402222, 6.453979015350342, 7.3573503494262695
692.840576, -0.22228774428367615, 0.7598199248313904, 0.2535727024078369, 692.810059, 0.6655160784721375, 6.469396591186523, 7.344327449798584
693.145752, -0.36808454990386963, 0.8223898410797119, 0.32242950797080994, 693.054199, 0.6604266166687012, 6.482270240783691, 7.333400249481201
693.17627, -0.4837939441204071, 0.7180567979812622, 0.459095299243927, 693.145752, 0.6527925133705139, 6.493945598602295, 7.323670387268066
693.17627, -0.5004093647003174, 0.7078779339790344, 0.5601351857185364, 693.17627, 0.6439608931541443, 6.505771160125732, 7.313940525054932
693.206787, -0.45146119594573975, 0.6771917939186096, 0.6101312041282654, 693.206787, 0.6363267302513123, 6.519542694091797, 7.302414417266846
693.237305, -0.40206390619277954, 0.6313869953155518, 0.556692361831665, 693.237305, 0.6315367221832275, 6.534661293029785, 7.289241790771484
693.267822, -0.2989283800125122, 0.6304888725280762, 0.43110352754592896, 693.267822, 0.6301895380020142, 6.549929141998291, 7.275620460510254
693.29834, -0.18366806209087372, 0.5602848529815674, 0.310454398393631, 693.267822, 0.6370751857757568, 6.5758256912231445, 7.251669883728027
693.328857, -0.11915221810340881, 0.4727169871330261, 0.33694931864738464, 693.29834, 0.640817403793335, 6.584357738494873, 7.243587017059326
693.359375, 0.0028440856840461493, 0.34203872084617615, 0.43095383048057556, 693.328857, 0.6441105604171753, 6.590045928955078, 7.238198280334473
693.389893, 0.11615844815969467, 0.26180556416511536, 0.5078938007354736, 693.359375, 0.6477031111717224, 6.592740535736084, 7.235353946685791
693.450928, 0.2146536260843277, 0.39652541279792786, 0.4550537168979645, 693.42041, 0.6521937847137451, 6.594387054443359, 7.233407974243164
693.450928, 0.3285667300224304, 0.37167710065841675, 0.548908531665802, 693.450928, 0.6384223699569702, 6.597380638122559, 7.2319111824035645
693.481445, 0.4300557076931, 0.2402503937482834, 0.6015989780426025, 693.481445, 0.6249504089355469, 6.60172176361084, 7.229066848754883
693.511963, 0.5653743147850037, 0.11720626801252365, 0.6027964949607849, 693.511963, 0.5785468816757202, 6.622378826141357, 7.21409797668457
693.542481, 0.4891827404499054, 0.19594253599643707, 0.2740800380706787, 693.511963, 0.4996609389781952, 6.6623454093933105, 7.183112621307373
693.572998, 0.4152365028858185, 0.47211822867393494, -0.34188902378082275, 693.542481, 0.4050576686859131, 6.704857349395752, 7.14943265914917
693.603516, 0.43125319480895996, 0.6319857835769653, -0.3032693564891815, 693.572998, 0.3550616502761841, 6.716084003448486, 7.141648769378662
693.603516, 0.2401007115840912, 1.0904823541641235, 0.45684996247291565, 693.603516, 0.2556683421134949, 6.705306053161621, 7.15601921081543
693.634033, -0.4340972900390625, 1.4435980319976807, 1.6413367986679077, 693.634033, 0.16211289167404175, 6.6630940437316895, 7.19793176651001
693.664551, -0.7851173281669617, 1.5260765552520752, 2.034569025039673, 693.664551, 0.12424163520336151, 6.6413893699646, 7.218738555908203
693.725586, -0.9087602496147156, 1.5432907342910767, 2.2468276023864746, 693.695068, 0.09595046937465668, 6.625372409820557, 7.233857154846191
693.756104, -0.7542814612388611, 1.529070258140564, 2.308948516845703, 693.725586, 0.07708968967199326, 6.619085311889648, 7.239844799041748
693.786621, -0.5245092511177063, 1.3970447778701782, 2.1839585304260254, 693.756104, 0.06451583653688431, 6.62447452545166, 7.2350544929504395
693.786621, -0.46044251322746277, 1.249751091003418, 1.591191053390503, 693.786621, 0.03832031413912773, 6.667734146118164, 7.1955366134643555
693.817139, -0.5059478878974915, 1.2446616888046265, 1.3355227708816528, 693.817139, 0.020806731656193733, 6.702911376953125, 7.162755012512207
693.847656, -0.5749543905258179, 1.2460088729858398, 1.1240125894546509, 693.847656, 8.981323335319757E-4, 6.743776321411133, 7.124284744262695
693.878174, -0.6418652534484863, 1.2018507719039917, 0.9057664275169373, 693.847656, -0.020058289170265198, 6.787186145782471, 7.082821369171143
693.908691, -0.6414161920547485, 1.1982581615447998, 0.5804928541183472, 693.878174, -0.05403762683272362, 6.874604225158691, 6.997947692871094
693.939209, -0.8258326649665833, 1.094374179840088, 0.42796003818511963, 693.908691, -0.07708968967199326, 6.9573822021484375, 6.915469169616699
693.939209, -0.9283694624900818, 1.0259665250778198, 0.18830841779708862, 693.939209, -0.08098159730434418, 7.038363456726074, 6.832840919494629
694.030762, -0.808319091796875, 0.9792636036872864, 0.06661148369312286, 694.000244, -0.07394623011350632, 7.078031063079834, 6.791975975036621
694.061279, -0.6524931192398071, 0.9342073202133179, 0.0056881713680922985, 694.061279, -0.06301894783973694, 7.115453243255615, 6.752757549285889
694.091797, -0.8195457458496094, 0.8259823322296143, -0.022303618490695953, 694.091797, -0.03682342544198036, 7.183861255645752, 6.680158615112305
694.152832, -0.7617658972740173, 0.6276447772979736, -0.3150947690010071, 694.122314, 0.007634124718606472, 7.249424934387207, 6.60905647277832
694.18335, -0.5593867301940918, 0.5278024077415466, -0.5273533463478088, 694.152832, 0.04131408780813217, 7.280410289764404, 6.57492733001709
694.213867, -0.33694931864738464, 0.42092469334602356, -0.6274951100349426, 694.18335, 0.07933501899242401, 7.308252334594727, 6.543492794036865
694.244385, 0.10328521579504013, 0.25656646490097046, -0.7174580097198486, 694.213867, 0.159717857837677, 7.35435676574707, 6.490203380584717
694.335937, 0.2197430431842804, 0.14804214239120483, -0.5902225971221924, 694.30542, 0.19788849353790283, 7.373816013336182, 6.467001914978027
694.366455, 0.2398013323545456, 0.13636642694473267, -0.4346960484981537, 694.366455, 0.23336471617221832, 7.391629219055176, 6.445296764373779
694.396973, 0.23785537481307983, 0.07200027257204056, -0.3299139440059662, 694.366455, 0.26704466342926025, 7.410040855407715, 6.422993183135986
694.458008, 0.2558180093765259, 0.08816665410995483, -0.26674529910087585, 694.42749, 0.2995271384716034, 7.4299492835998535, 6.398444175720215
694.488525, 0.30102401971817017, 0.014070739969611168, -0.25252488255500793, 694.458008, 0.3305127024650574, 7.452103137969971, 6.37105131149292
694.488525, 0.48514115810394287, -0.009729767218232155, -0.3049159348011017, 694.488525, 0.38260436058044434, 7.500303268432617, 6.311325550079346
733.184815, 0.46717849373817444, -0.014819183386862278, -0.18621276319026947, 694.519043, 0.4029620289802551, 7.525600433349609, 6.279891014099121
733.24585, 0.40086638927459717, 0.016166381537914276, -0.08427474647760391, 733.215333, 0.41748183965682983, 7.551795959472656, 6.24725866317749
733.337403, 0.41194334626197815, -0.007035369984805584, -0.03233276307582855, 733.276368, 0.43679168820381165, 7.609875202178955, 6.175108909606934
744.781494, 0.8351133465766907, 0.05134323239326477, -0.3200344741344452, 733.36792, 0.45565247535705566, 7.671696662902832, 6.0968217849731445
759.765624, 0.9743238687515259, 0.031135253608226776, -0.41239243745803833, 744.812012, 0.46568161249160767, 7.701035499572754, 6.058950424194336
763.885497, 0.9621990919113159, 0.057181090116500854, -0.4330494701862335, 759.796141, 0.4740641713142395, 7.727680206298828, 6.024222373962402
