CurrentTime(ms)
1401179092733
AccTime(ms), AccX, AccY, AccZ, GravityTime(ms), GravityX, GravityY, GravityZ
739.471436, 0.1197509765625, 0.17363891005516052, 0.24354355037212372, 0.0, 0.1350192278623581, 7.538024425506592, 6.27659797668457
739.532471, 0.2251318395137787, 0.010627899318933487, 0.13786330819129944, 739.501954, 0.14235396683216095, 7.552394866943359, 6.258934497833252
739.562989, 0.39158570766448975, 0.10612930357456207, 0.049097899347543716, 739.532471, 0.1445993036031723, 7.564968585968018, 6.243815898895264
739.562989, 0.43110352754592896, 0.14085708558559418, -0.03308120742440224, 739.562989, 0.14654526114463806, 7.572752475738525, 6.234235763549805
739.593507, 0.1939965784549713, 0.05628295987844467, 0.14699432253837585, 739.593507, 0.15657439827919006, 7.571405410766602, 6.235732555389404
739.624024, -0.03652404621243477, 0.07589218020439148, 0.39083725214004517, 739.624024, 0.16286133229732513, 7.557633876800537, 6.252048969268799
739.654542, -0.19624191522598267, 0.33679962158203125, 0.43634262681007385, 739.624024, 0.1543290764093399, 7.545958042144775, 6.266418933868408
739.685059, -0.2830613851547241, 0.4131408631801605, 0.3447331190109253, 739.654542, 0.1493893414735794, 7.542365550994873, 6.270909786224365
739.715577, -0.30790969729423523, 0.4805007874965668, 0.27632537484169006, 739.685059, 0.14789246022701263, 7.539371967315674, 6.274502277374268
739.715577, -0.2450404316186905, 0.39098694920539856, 0.2052232325077057, 739.715577, 0.1499880999326706, 7.536677360534668, 6.277795314788818
740.020753, -0.02844085730612278, 0.2930905222892761, 0.19369719922542572, 739.9292, 0.15328125655651093, 7.5338335037231445, 6.281088352203369
740.05127, 0.18097366392612457, 0.2659968435764313, 0.17318984866142273, 740.020753, 0.15627501904964447, 7.530839443206787, 6.284531116485596
740.081788, 0.020207976922392845, 0.3240760862827301, 0.12049941718578339, 740.05127, 0.1541793793439865, 7.530091285705566, 6.285579204559326
740.112305, -0.06735992431640625, 0.3278183043003082, 0.1353186070919037, 740.081788, 0.1498384028673172, 7.528594017028809, 6.287525177001953
740.112305, -0.12424163520336151, 0.2709365785121918, 0.31793883442878723, 740.112305, 0.1351689100265503, 7.523504734039307, 6.293811798095703
740.142823, -0.09145981073379517, 0.22318588197231293, 0.27168503403663635, 740.142823, 0.12858261168003082, 7.522307395935059, 6.295309066772461
740.173341, 0.012873229570686817, 0.26135650277137756, 0.09595046937465668, 740.173341, 0.12409195303916931, 7.5229058265686035, 6.294710159301758
740.203858, 0.06930587440729141, 0.28650420904159546, -0.06376739591360092, 740.203858, 0.12034973502159119, 7.523953914642334, 6.293662071228027
740.234376, 0.09624984860420227, 0.3347039818763733, -0.0950523391366005, 740.203858, 0.10942245274782181, 7.516768932342529, 6.30234432220459
740.264893, 0.11930190771818161, 0.4189787209033966, 0.020207976922392845, 740.234376, 0.1049317941069603, 7.504793643951416, 6.316714286804199
740.295411, 0.15073654055595398, 0.5261558294296265, 0.3637436032295227, 740.295411, 0.10762619227170944, 7.466623306274414, 6.3617706298828125
740.325928, 0.17558486759662628, 0.5298980474472046, 0.41912841796875, 740.325928, 0.11211685091257095, 7.444169998168945, 6.387966156005859
740.356446, 0.18291962146759033, 0.4634362757205963, 0.4132905602455139, 740.356446, 0.11600875854492188, 7.4223151206970215, 6.413263320922852
740.386964, 0.03353027254343033, 0.34248778223991394, 0.3246748447418213, 740.386964, 0.11675719916820526, 7.379953384399414, 6.461912155151367
740.417481, 0.2582130432128906, 0.4697231948375702, 0.07828719913959503, 740.386964, 0.12364288419485092, 7.333549976348877, 6.514452934265137
740.447999, 0.5216652154922485, 0.4537065029144287, 0.2092648297548294, 740.417481, 0.129780113697052, 7.304959297180176, 6.546336650848389
740.478516, 0.6256988644599915, 0.3842509388923645, 0.4924758970737457, 740.447999, 0.1344204694032669, 7.272177219390869, 6.582711219787598
740.478516, 0.5848338603973389, 0.3695814609527588, 0.8575666546821594, 740.478516, 0.13561798632144928, 7.237000465393066, 6.621181011199951
740.509034, 0.488883376121521, 0.3730242848396301, 1.0987151861190796, 740.509034, 0.1350192278623581, 7.202272891998291, 6.65905237197876
740.539551, 0.10568023473024368, 0.7587721347808838, 1.2159215211868286, 740.539551, 0.14175522327423096, 7.139403343200684, 6.72626256942749
740.81421, 0.15118560194969177, 0.9542655944824219, 1.2308903932571411, 740.570069, 0.17708176374435425, 7.0847673416137695, 6.782994747161865
740.844727, 0.5554948449134827, 0.8539741635322571, 1.6079562902450562, 740.81421, 0.23785537481307983, 7.0331244468688965, 6.83463716506958
740.875245, 0.5683680772781372, 0.818198561668396, 1.8492544889450073, 740.844727, 0.2643502950668335, 7.011868953704834, 6.855443954467773
740.875245, 0.33200958371162415, 0.9372010827064514, 1.8890717029571533, 740.875245, 0.29638367891311646, 6.997049331665039, 6.869215488433838
740.905762, 0.07140152156352997, 1.1552975177764893, 1.4447954893112183, 740.905762, 0.3028202950954437, 7.019652366638184, 6.84601354598999
740.93628, -0.05852828919887543, 1.1961625814437866, 1.3341755867004395, 740.93628, 0.29084518551826477, 7.06126594543457, 6.803502082824707
740.966798, -0.06122268736362457, 1.2840298414230347, 1.2295432090759277, 740.93628, 0.2851570248603821, 7.087311744689941, 6.776557922363281
740.997315, -0.18875747919082642, 1.5783178806304932, 0.7740404009819031, 740.966798, 0.28605514764785767, 7.145540714263916, 6.715185642242432
740.997315, -0.18306930363178253, 1.5136523246765137, 0.5951623320579529, 740.997315, 0.2935395836830139, 7.173981666564941, 6.684499740600586
741.027833, -0.08262817561626434, 1.4626084566116333, 0.4653822183609009, 741.027833, 0.3053649961948395, 7.2000274658203125, 6.655909061431885
741.088868, 0.19190093874931335, 1.3584251403808594, 0.7878117561340332, 741.088868, 0.338296502828598, 7.24089241027832, 6.609804630279541
741.119385, 0.034129027277231216, 1.3385165929794312, 1.0565029382705688, 741.119385, 0.3550616502761841, 7.256609916687012, 6.5916924476623535
741.149903, -0.19354751706123352, 1.3397140502929688, 1.3061838150024414, 741.149903, 0.369282066822052, 7.272925853729248, 6.572831630706787
741.180421, -0.43679168820381165, 1.283131718635559, 1.2043954133987427, 741.180421, 0.3996688723564148, 7.318131923675537, 6.520740032196045
741.210938, -0.2948867678642273, 1.1264076232910156, 0.41164398193359375, 741.180421, 0.44233018159866333, 7.385491847991943, 6.441404819488525
741.241456, -0.2787204086780548, 1.0855425596237183, -0.03293151780962944, 741.210938, 0.4640350341796875, 7.424261093139648, 6.39530086517334
