timestamp(us), fingerID, X1, Y1, Z1, fingerID, X2, Y2, Z2, fingerID, X3, Y3, Z3
44183493576 , 0 , -11.4359 , 211.607 , 65.9567 , 1 , -64.4496 , 155.104 , 84.7097 , 2 , 49.0097 , 164.622 , 96.8773 , 
44183611972 , 0 , -11.2143 , 211.484 , 66.7324 , 1 , -64.2773 , 155.198 , 84.7552 , 2 , 50.9766 , 164.216 , 95.1863 , 
44183660328 , 0 , -11.2517 , 211.627 , 66.8231 , 1 , -64.3633 , 155.41 , 84.7858 , 2 , 51.8034 , 164.241 , 94.7217 , 
44183693946 , 0 , -11.2747 , 211.742 , 66.9655 , 1 , -64.3653 , 155.782 , 84.8705 , 2 , 51.4832 , 164.16 , 94.5009 , 
44183729907 , 0 , -11.2585 , 212.302 , 67.0047 , 1 , -64.3553 , 156.39 , 84.9382 , 2 , 51.4515 , 164.291 , 94.158 , 
44183766004 , 0 , -11.2971 , 212.955 , 66.4189 , 1 , -64.6349 , 156.677 , 84.4472 , 2 , 51.3972 , 164.865 , 94.3309 , 
44183790029 , 0 , -11.3833 , 213.267 , 66.67 , 1 , -64.7067 , 157.158 , 84.535 , 2 , 51.5756 , 165.184 , 94.1041 , 
44183826026 , 0 , -11.5092 , 214.273 , 66.2056 , 1 , -64.5815 , 157.669 , 84.6928 , 2 , 51.6579 , 165.864 , 93.9898 , 
44183862066 , 0 , -11.5393 , 214.705 , 66.8011 , 1 , -64.4853 , 158.052 , 84.8214 , 
44183898011 , 0 , -11.3785 , 215.081 , 66.8178 , 1 , -64.2664 , 158.283 , 85.0942 , 2 , 51.1043 , 166.706 , 95.2465 , 
44183922145 , 0 , -11.1891 , 215.079 , 67.1501 , 1 , -64.0708 , 158.413 , 85.3492 , 2 , 51.418 , 166.585 , 95.1689 , 
44183958013 , 0 , -11.0483 , 215.031 , 67.7146 , 1 , -63.8794 , 158.334 , 85.5749 , 2 , 51.5389 , 166.473 , 95.2529 , 
44184006080 , 0 , -10.8544 , 214.157 , 68.1659 , 1 , -63.7412 , 157.511 , 85.6586 , 2 , 52.2 , 166.218 , 95.4346 , 
44184057507 , 0 , -10.9096 , 213.434 , 67.4361 , 1 , -63.7669 , 156.831 , 85.6731 , 2 , 51.9673 , 165.559 , 95.3398 , 
44184102589 , 0 , -10.9747 , 212.44 , 66.9874 , 1 , -63.8941 , 156.008 , 85.3581 , 2 , 52.1766 , 164.95 , 95.0832 , 
44184138451 , 0 , -11.041 , 211.936 , 67.0659 , 1 , -63.9651 , 155.763 , 85.2076 , 2 , 52.2114 , 164.44 , 94.5549 , 
44184186026 , 0 , -11.0247 , 212.1 , 66.9638 , 1 , -63.9971 , 155.852 , 85.0164 , 
44184234181 , 0 , -10.8388 , 213.265 , 65.4954 , 1 , -63.9651 , 156.723 , 84.7025 , 2 , 51.4208 , 165.037 , 94.4823 , 
44184270291 , 0 , -10.8855 , 214.361 , 65.685 , 1 , -64.1268 , 157.95 , 84.221 , 
44184306175 , 0 , -11.2228 , 216.343 , 65.2154 , 1 , -64.2564 , 159.929 , 83.8877 , 2 , 51.0389 , 168.162 , 93.1234 , 
44184354196 , 0 , -11.7042 , 219.33 , 64.7032 , 1 , -64.9053 , 162.788 , 82.527 , 2 , 50.9946 , 169.689 , 91.7117 , 
44184390168 , 0 , -12.0739 , 221.746 , 64.2432 , 1 , -65.0619 , 165.297 , 81.7806 , 2 , 51.2048 , 171.821 , 90.7157 , 
44184426201 , 0 , -12.2189 , 224.247 , 63.5097 , 1 , -65.0824 , 167.735 , 80.8073 , 2 , 51.2771 , 174.23 , 89.8518 , 
44184474175 , 0 , -11.7748 , 227.335 , 60.7208 , 1 , -64.5518 , 170.137 , 79.3216 , 2 , 51.4594 , 177.496 , 89.2142 , 
44184498162 , 0 , -11.5131 , 228.631 , 59.1138 , 1 , -64.2219 , 171.512 , 78.8255 , 2 , 51.7201 , 179.053 , 88.797 , 
44184546181 , 0 , -10.9609 , 231.001 , 58.4016 , 1 , -63.6193 , 173.928 , 77.514 , 2 , 51.8844 , 181.821 , 87.9703 , 
44184582263 , 0 , -10.3673 , 232.904 , 58.5216 , 1 , -63.0544 , 175.679 , 76.6 , 2 , 52.1451 , 183.909 , 87.5528 , 
44184630263 , 0 , -9.65931 , 235.039 , 58.916 , 1 , -62.3985 , 178.227 , 75.6176 , 2 , 52.9551 , 186.793 , 86.9459 , 
44184678274 , 0 , -8.99257 , 237.086 , 56.4877 , 1 , -61.7742 , 180.313 , 74.2507 , 2 , 53.7013 , 189.279 , 86.0127 , 
44184714297 , 0 , -8.70036 , 238.891 , 56.4007 , 1 , -61.3879 , 182.433 , 73.6662 , 2 , 53.6055 , 190.786 , 85.0076 , 
44184750246 , 0 , -8.51752 , 240.679 , 56.5691 , 1 , -61.2996 , 184.954 , 72.6367 , 2 , 53.5303 , 192.582 , 83.6384 , 
44184804239 , 0 , -8.37157 , 242.574 , 54.3146 , 1 , -61.3861 , 187.419 , 70.5274 , 2 , 53.5756 , 194.792 , 81.4942 , 
44184834263 , 0 , -8.5252 , 242.559 , 51.6731 , 1 , -61.5613 , 187.665 , 68.7745 , 2 , 53.3852 , 194.855 , 79.4552 , 
44184870289 , 0 , -8.84887 , 242.633 , 48.819 , 1 , -61.8135 , 187.181 , 66.2698 , 2 , 53.2741 , 195.185 , 76.8931 , 
44184918237 , 0 , -9.6166 , 242.963 , 45.9397 , 1 , -62.6765 , 187.815 , 63.4124 , 2 , 52.6395 , 196.323 , 73.8355 , 
44184966258 , 0 , -10.9081 , 243.81 , 42.1146 , 1 , -63.9032 , 189.328 , 60.9048 , 2 , 51.4129 , 197.852 , 70.3788 , 
44185026726 , 0 , -13.2852 , 247.724 , 39.3514 , 1 , -66.1607 , 192.851 , 58.1709 , 2 , 49.608 , 202.727 , 67.1887 , 
44185195580 , 0 , -16.8445 , 259.451 , 36.3618 , 1 , -69.4007 , 204.453 , 54.1025 , 2 , 45.7714 , 213.26 , 61.5993 , 
44185338758 , 0 , -17.8229 , 269.266 , 34.7423 , 1 , -70.3047 , 213.192 , 52.2694 , 2 , 44.2703 , 221.518 , 59.7245 , 
44185387847 , 0 , -17.4324 , 271.169 , 35.2208 , 1 , -69.8741 , 215.135 , 52.1798 , 2 , 44.2833 , 223.596 , 59.9661 , 
44185482523 , 0 , -17.323 , 275.271 , 34.7916 , 1 , -69.7955 , 219.808 , 51.4384 , 2 , 43.9164 , 227.483 , 59.1452 , 
44185578987 , 0 , -17.1833 , 280.838 , 33.8648 , 1 , -70.0158 , 225.828 , 50.8319 , 2 , 43.8279 , 232.743 , 58.8659 , 
44185698714 , 0 , -18.0851 , 288.539 , 32.7433 , 1 , -70.61 , 233.443 , 49.2079 , 2 , 42.5713 , 239.946 , 56.9755 , 
44185770870 , 0 , -18.1235 , 293.085 , 31.2581 , 1 , -70.6999 , 238.262 , 48.0807 , 2 , 42.324 , 244.102 , 55.4855 , 
44185867121 , 0 , -18.5708 , 297.806 , 30.472 , 1 , -71.2104 , 243.311 , 45.7769 , 2 , 41.7878 , 249.49 , 53.452 , 
44185974469 , 0 , -19.649 , 303.416 , 28.8053 , 1 , -71.4846 , 247.098 , 43.8592 , 2 , 40.6958 , 255.003 , 51.3053 , 
44186010618 , 0 , -19.9762 , 304.928 , 27.4823 , 1 , -71.4943 , 248.607 , 43.3864 , 2 , 40.382 , 257.233 , 50.9837 , 
44186046913 , 0 , -19.984 , 306.053 , 27.15 , 1 , -71.6307 , 249.584 , 42.4529 , 2 , 40.5085 , 258.894 , 50.6086 , 
44186082592 , 0 , -19.8812 , 307.219 , 26.58 , 1 , -71.3508 , 250.071 , 41.613 , 2 , 40.5663 , 259.866 , 50.1272 , 
44186130598 , 0 , -19.7335 , 308.561 , 25.2622 , 1 , -71.0323 , 251.528 , 40.9262 , 2 , 40.3133 , 260.925 , 49.1201 , 
44186166609 , 0 , -19.8829 , 309.213 , 24.5972 , 1 , -71.102 , 252.097 , 39.8128 , 2 , 40.2584 , 262.682 , 48.2953 , 
44186202739 , 0 , -20.1084 , 309.87 , 23.2253 , 1 , -71.4272 , 253.44 , 38.9675 , 2 , 40.1339 , 263.744 , 47.1371 , 
44186238631 , 0 , -20.3414 , 311.189 , 22.3372 , 1 , -71.619 , 254.258 , 37.9938 , 2 , 39.929 , 264.138 , 45.8141 , 
44186274693 , 0 , -20.4751 , 312.277 , 21.1893 , 1 , -71.8139 , 255.331 , 37.1034 , 2 , 39.4824 , 264.644 , 44.8796 , 
44186310760 , 0 , -20.5123 , 312.646 , 19.981 , 1 , -71.9762 , 256.502 , 36.3166 , 2 , 39.2727 , 265.964 , 44.1011 , 
44186346766 , 0 , -20.7695 , 314.321 , 18.8786 , 1 , -72.3833 , 257.746 , 35.3247 , 2 , 39.1352 , 266.769 , 42.6819 , 
44186394720 , 0 , -21.123 , 315.531 , 18.159 , 1 , -72.3928 , 258.905 , 34.2974 , 2 , 39.0357 , 269.231 , 41.1718 , 
44186430791 , 0 , -21.4854 , 317.436 , 17.4684 , 1 , -72.6813 , 261.191 , 33.8304 , 2 , 38.487 , 270.975 , 40.4474 , 
44186466748 , 0 , -21.7865 , 319.628 , 16.5766 , 1 , -73.1302 , 263.214 , 33.028 , 2 , 38.0227 , 272.103 , 39.5513 , 
44186514807 , 0 , -21.6864 , 322.006 , 15.0841 , 1 , -73.0497 , 266.066 , 32.1709 , 2 , 38.2276 , 274.828 , 38.0515 , 
44186562864 , 0 , -20.8025 , 323.887 , 13.7537 , 1 , -72.1417 , 269.378 , 31.4357 , 2 , 39.1587 , 277.184 , 37.1283 , 
44186598773 , 0 , -19.6684 , 325.247 , 13.6777 , 1 , -71.5244 , 272.53 , 30.4593 , 2 , 40.2458 , 278.842 , 36.7346 , 
44186634695 , 0 , -18.807 , 327.174 , 13.1553 , 1 , -70.9117 , 275.096 , 30.0301 , 2 , 41.5131 , 281.472 , 35.8987 , 
44186670770 , 0 , -17.5385 , 329.255 , 13.7418 , 1 , -70.0617 , 278.76 , 29.79 , 2 , 42.7637 , 283.884 , 35.6269 , 
44186694861 , 0 , -16.8515 , 330.654 , 13.8013 , 1 , -69.3934 , 280.588 , 29.6027 , 2 , 43.3051 , 285.626 , 35.6145 , 
44186742830 , 0 , -15.8044 , 333.781 , 13.3349 , 1 , -68.7803 , 284.707 , 28.5095 , 2 , 44.0474 , 287.903 , 35.2292 , 
44186766989 , 0 , -15.4853 , 335.57 , 12.5521 , 1 , -68.4474 , 286.69 , 28.2032 , 2 , 44.2985 , 289.506 , 34.9097 , 
44186814979 , 0 , -15.276 , 338.185 , 10.9271 , 1 , -67.8514 , 288.432 , 27.0229 , 2 , 44.278 , 292.087 , 34.1513 , 
44186850844 , 0 , -15.3105 , 340.562 , 9.65563 , 1 , -67.5741 , 290.412 , 26.3938 , 2 , 44.3644 , 293.623 , 32.8645 , 
44186886817 , 0 , -15.206 , 341.76 , 8.46378 , 1 , -67.3122 , 292.16 , 25.5027 , 2 , 44.8123 , 296.533 , 31.3679 , 
44186922858 , 0 , -14.9951 , 343.008 , 7.72501 , 1 , -66.9887 , 292.442 , 23.9463 , 2 , 45.037 , 298.921 , 30.3859 , 
44186958828 , 0 , -14.9213 , 344.61 , 6.98636 , 1 , -66.8245 , 293.704 , 22.6031 , 2 , 45.4239 , 301.087 , 29.0389 , 
44186994844 , 0 , -14.7359 , 346.224 , 6.13584 , 1 , -66.4956 , 294.766 , 21.4156 , 2 , 45.7868 , 304.782 , 28.2192 , 
44187055154 , 0 , -14.5373 , 350.6 , 4.90759 , 1 , -66.0894 , 297.207 , 19.1884 , 2 , 46.1935 , 309.907 , 25.613 , 
44187102995 , 0 , -14.6011 , 354.744 , 2.57766 , 1 , -66.3483 , 300.379 , 16.7435 , 2 , 45.9777 , 315.293 , 23.8346 , 
44187177241 , 0 , -15.0397 , 362.232 , -0.610192 , 1 , -66.1603 , 305.987 , 14.179 , 2 , 45.6354 , 321.491 , 19.7962 , 
44187189013 , 0 , -15.178 , 363.384 , -1.37381 , 1 , -66.3767 , 307.136 , 13.419 , 2 , 45.2631 , 321.711 , 19.5592 , 
44187246963 , 0 , -15.1101 , 366.418 , -3.51284 , 1 , -66.439 , 312.746 , 10.8736 , 2 , 43.4927 , 320.683 , 17.2004 , 
44187295006 , 0 , -15.1381 , 367.927 , -6.12419 , 1 , -66.2692 , 315.928 , 8.38376 , 2 , 41.7622 , 318.282 , 14.6941 , 
44187330945 , 0 , -15.2055 , 370.219 , -8.57944 , 1 , -66.2466 , 317.334 , 6.00125 , 2 , 41.1747 , 316.994 , 12.4847 , 
44187366944 , 0 , -15.4971 , 371.256 , -10.4859 , 1 , -66.7028 , 320.377 , 4.19184 , 2 , 40.4016 , 315.851 , 10.2199 , 
44187402928 , 0 , -15.9831 , 372.179 , -11.9284 , 1 , -66.9613 , 321.404 , 2.64038 , 2 , 40.2078 , 316.054 , 7.07253 , 
44187438933 , 0 , -16.3736 , 373.921 , -13.2046 , 1 , -67.2251 , 322.203 , 0.962091 , 2 , 39.6375 , 317.369 , 5.49634 , 
44187474981 , 0 , -16.9237 , 374.09 , -15.363 , 1 , -67.8244 , 322.235 , -0.863776 , 2 , 38.9904 , 318.793 , 4.13038 , 
44187510955 , 0 , -17.6223 , 372.942 , -17.7091 , 1 , -68.8041 , 323.434 , -2.73276 , 2 , 38.8325 , 319.148 , 2.21733 , 
44187559061 , 0 , -18.4891 , 371.572 , -20.6652 , 1 , -70.1429 , 323.281 , -6.13461 , 2 , 39.2118 , 324.901 , -0.825189 , 
44187595105 , 0 , -18.8645 , 372.469 , -23.3408 , 1 , -70.6503 , 322.067 , -8.59902 , 2 , 39.4389 , 327.509 , -2.32094 , 
44187643091 , 0 , -19.092 , 370.893 , -24.1428 , 1 , -70.1319 , 319.484 , -9.03725 , 2 , 39.3124 , 328.207 , -3.95465 , 
44187679088 , 0 , -19.4214 , 372.512 , -24.702 , 1 , -70.003 , 319.922 , -9.24605 , 2 , 39.178 , 330.312 , -4.75187 , 
44187715061 , 0 , -19.4939 , 376.007 , -24.4424 , 1 , -69.7944 , 325.05 , -8.86893 , 2 , 39.1958 , 335.107 , -3.6078 , 
44187763103 , 0 , -21.3721 , 385.022 , -17.3923 , 1 , -70.3924 , 334.49 , -4.27399 , 2 , 37.5691 , 344.76 , -0.607767 , 
44187799077 , 0 , -22.7089 , 394.568 , -6.52339 , 1 , -71.5125 , 346.607 , 4.43304 , 2 , 35.5726 , 350.862 , 8.14663 , 
44187835043 , 0 , -19.9271 , 410.116 , 18.0829 , 1 , -67.735 , 362.308 , 23.2025 , 2 , 38.4448 , 368.679 , 27.2807 , 
44187847086 , 0 , -17.8455 , 416.873 , 31.055 , 1 , -65.0727 , 368.037 , 32.963 , 2 , 40.4494 , 374.641 , 37.2249 , 
44188003238 , 0 , 23.4239 , 426.233 , 248.869 , 
