time since 1970(s), ms
1402306326, 672
timestamp(us), fingerID, X1, Y1, Z1, fingerID, X2, Y2, Z2, fingerID, X3, Y3, Z3, edge1, edge2, edge3
20232225455 , 0 , 7.18457 , 91.3399 , -70.1153 , 1 , 42.0955 , 93.1738 , -64.3721 , 2 , -25.541 , 94.8348 , -63.6396 , 3 , -50.6739 , 95.3361 , -30.8648 , 4 , -40.6421 , 87.5432 , 44.8769 , 
20232261603 , 0 , 8.8965 , 90.9634 , -69.8781 , 1 , 43.845 , 92.8087 , -64.0546 , 2 , -23.8059 , 94.4957 , -63.5117 , 3 , -49.0191 , 95.1613 , -30.77 , 4 , -39.0595 , 86.8973 , 44.9994 , 
20232299589 , 0 , 10.7773 , 90.7511 , -69.9506 , 1 , 45.6747 , 92.503 , -64.0864 , 2 , -21.8262 , 94.4424 , -63.6695 , 3 , -47.1893 , 95.3721 , -31.066 , 4 , -37.4491 , 86.9496 , 44.7752 , 
20232335340 , 0 , 12.5742 , 90.749 , -70.208 , 1 , 47.4179 , 92.4664 , -64.3015 , 2 , -19.9672 , 94.5371 , -63.9471 , 3 , -45.4577 , 95.568 , -31.4951 , 4 , -36.0596 , 87.1052 , 44.2269 , 
20232360430 , 0 , 13.9028 , 90.9162 , -70.3917 , 1 , 48.6382 , 92.6384 , -64.4459 , 2 , -18.6088 , 94.738 , -64.1923 , 3 , -44.201 , 95.7446 , -31.8877 , 4 , -34.8276 , 87.3522 , 43.7893 , 
20232384633 , 0 , 15.0216 , 91.0326 , -70.5527 , 1 , 49.6447 , 92.7667 , -64.6124 , 2 , -17.4884 , 94.8357 , -64.3822 , 3 , -43.1026 , 95.8042 , -32.1888 , 4 , -33.5309 , 87.4893 , 43.4204 , 
20232433715 , 0 , 16.3978 , 91.1734 , -70.9 , 1 , 50.8848 , 92.9598 , -64.9395 , 2 , -16.1195 , 94.8462 , -64.7908 , 3 , -41.6712 , 95.8803 , -32.4871 , 4 , -31.8778 , 87.7088 , 42.9118 , 
20232446096 , 0 , 16.5652 , 91.2504 , -71.0126 , 1 , 51.0457 , 93.0975 , -65.0102 , 2 , -15.9168 , 94.8721 , -64.8527 , 3 , -41.4629 , 95.9217 , -32.5379 , 4 , -31.6196 , 87.7404 , 42.7694 , 
20232495199 , 0 , 16.7413 , 91.7703 , -71.57 , 1 , 51.0548 , 93.754 , -65.7157 , 2 , -15.6554 , 95.3028 , -65.2934 , 3 , -41.2019 , 96.2774 , -32.9818 , 4 , -31.314 , 87.8919 , 42.0874 , 
20232532124 , 0 , 16.9093 , 92.2606 , -71.9752 , 1 , 51.2163 , 94.2852 , -66.236 , 2 , -15.4645 , 95.8227 , -65.6845 , 3 , -40.9396 , 96.8196 , -33.3017 , 4 , -30.8384 , 88.3378 , 41.6628 , 
20232557846 , 0 , 17.16 , 93.058 , -72.196 , 1 , 51.5415 , 95.1438 , -66.479 , 2 , -15.1725 , 96.6643 , -65.9331 , 3 , -40.6122 , 97.6707 , -33.5183 , 4 , -30.0969 , 89.0972 , 41.5049 , 
20232593555 , 0 , 18.8529 , 95.6174 , -72.1855 , 1 , 53.4057 , 98.1565 , -66.6203 , 2 , -13.3498 , 99.4446 , -66.13 , 3 , -38.5731 , 100.294 , -33.5925 , 4 , -28.258 , 91.1805 , 40.9615 , 
20232630640 , 0 , 23.1727 , 101.254 , -71.9852 , 1 , 57.8376 , 104.015 , -66.2639 , 2 , -8.28749 , 105.428 , -65.9119 , 3 , -33.1805 , 106.279 , -33.7958 , 4 , -23.8168 , 95.6473 , 39.6513 , 
20232669942 , 0 , 32.0609 , 111.468 , -70.2926 , 1 , 2.58971 , 116.579 , -64.9207 , 2 , 65.8469 , 114.03 , -64.6143 , 3 , -21.4188 , 117.658 , -34.4491 , 4 , -15.034 , 104.606 , 36.6408 , 
20232681817 , 0 , 36.1439 , 115.204 , -69.5126 , 1 , 7.48244 , 120.694 , -64.5351 , 2 , 69.4099 , 117.593 , -63.7719 , 3 , -16.0998 , 121.909 , -34.7907 , 4 , -11.3223 , 108.057 , 35.1828 , 
20232729307 , 0 , 62.5275 , 127.246 , -63.6259 , 1 , 38.1608 , 134.715 , -61.2198 , 2 , 91.4107 , 128.985 , -56.6331 , 3 , 16.5893 , 139.829 , -37.5948 , 4 , 8.98552 , 122.116 , 26.5989 , 
20232754363 , 0 , 62.9471 , 139.851 , -57.9339 , 1 , 83.4365 , 130.642 , -57.662 , 2 , 107.899 , 131.943 , -50.5374 , 3 , 42.4519 , 148.388 , -39.1768 , 4 , 24.347 , 129.383 , 20.344 , 
20232778164 , 0 , 90.6418 , 141.968 , -53.2458 , 1 , 107.842 , 131.905 , -50.2246 , 2 , 125.344 , 134.307 , -44.9237 , 3 , 70.3753 , 153.588 , -39.2719 , 4 , 43.4296 , 136.358 , 14.0912 , 
20232802702 , 0 , 118.16 , 140.096 , -46.5947 , 1 , 98.6033 , 155.335 , -37.9748 , 2 , 146.364 , 133.376 , -37.7251 , 26.2484 , 30.3199 , 52.5671 , 
20232839535 , 0 , 157.995 , 133.252 , -33.8929 , 1 , 137.418 , 148.505 , -33.3957 , 2 , 181.56 , 125.256 , -23.9206 , 25.6185 , 26.809 , 50.7825 , 
20232864171 , 0 , 161.795 , 139.518 , -28.6749 , 1 , 189.847 , 122.939 , -20.2032 , 33.6685 , 1.85978e+008 , 1.85978e+008 , 
20232888766 , 0 , 191.287 , 124.383 , -17.333 , 1 , 183.07 , 135.472 , 22.5347 , 42.189 , 1.85978e+008 , 1.85978e+008 , 
