timestamp(us), fingerID, X1, Y1, Z1, fingerID, X2, Y2, Z2, fingerID, X3, Y3, Z3
43829146336 , 0 , 2.12384 , 207.219 , 89.0413 , 1 , -36.6142 , 173.13 , 98.0239 , 2 , 39.2904 , 171.398 , 107.885 , 
43829206394 , 0 , 2.15848 , 206.631 , 89.2035 , 1 , -36.52 , 172.503 , 97.9084 , 2 , 39.4794 , 170.556 , 107.491 , 
43829242325 , 0 , 2.34639 , 206.159 , 89.192 , 1 , -36.3152 , 171.851 , 97.4666 , 2 , 39.6994 , 169.949 , 107.238 , 
43829278401 , 0 , 2.52682 , 205.857 , 88.7997 , 1 , -36.1922 , 171.684 , 97.3983 , 2 , 39.889 , 169.563 , 107.014 , 
43829302361 , 0 , 2.53462 , 205.855 , 88.8046 , 1 , -36.1301 , 171.671 , 97.3657 , 2 , 39.8797 , 169.521 , 106.905 , 
43829350343 , 0 , 2.53441 , 206.428 , 88.6861 , 1 , -36.1306 , 171.975 , 97.1585 , 2 , 39.8623 , 170.134 , 106.959 , 
43829398402 , 0 , 2.48036 , 207.307 , 88.6606 , 1 , -36.2757 , 172.899 , 96.9903 , 2 , 39.9157 , 171.037 , 106.776 , 
43829434596 , 0 , 2.41539 , 207.99 , 89.0647 , 1 , -36.2326 , 173.935 , 97.5978 , 2 , 40.0257 , 171.593 , 106.474 , 
43829446368 , 0 , 2.43996 , 208.305 , 88.8942 , 1 , -36.1971 , 174.252 , 97.778 , 2 , 40.0453 , 171.742 , 106.34 , 
43829506472 , 0 , 2.56904 , 209.437 , 87.2174 , 1 , -36.2459 , 175.516 , 97.6365 , 2 , 39.9881 , 172.407 , 105.88 , 
43829555053 , 0 , 2.17453 , 211.234 , 88.4876 , 1 , -36.5504 , 176.981 , 96.9948 , 2 , 39.7622 , 174.241 , 105.691 , 
43829604663 , 0 , 1.96253 , 213.727 , 87.2015 , 1 , -36.8285 , 179.839 , 96.5266 , 2 , 39.1825 , 177.227 , 105.709 , 
43829662993 , 0 , 1.36092 , 219.313 , 87.7822 , 1 , -37.2587 , 186.139 , 95.4667 , 2 , 38.6235 , 183.666 , 105.146 , 
43829698482 , 0 , 1.11273 , 224.582 , 87.4421 , 1 , -37.3473 , 191.298 , 94.8167 , 2 , 38.7085 , 189.203 , 104.463 , 
43829746473 , 0 , 1.00535 , 234.229 , 87.9022 , 1 , -37.3269 , 200.997 , 93.5855 , 2 , 38.6951 , 199.213 , 104.053 , 
43829794456 , 0 , 1.18425 , 247.086 , 86.6097 , 1 , -37.1827 , 212.596 , 93.0389 , 2 , 38.5148 , 211.116 , 103.688 , 
43829842655 , 0 , 0.921348 , 258.459 , 86.2189 , 1 , -37.2204 , 223.197 , 91.8558 , 2 , 38.219 , 222.242 , 102.45 , 
43829878456 , 0 , 0.882833 , 266.465 , 86.0231 , 1 , -37.0709 , 231.287 , 90.7715 , 2 , 37.9961 , 230.289 , 101.16 , 
43829914571 , 0 , 1.11542 , 273.272 , 84.451 , 1 , -36.907 , 238.276 , 88.3463 , 2 , 38.2107 , 237.585 , 99.4321 , 3 , 10.9545 , 202.475 , 218.167 , 
43829938594 , 0 , 1.18384 , 277.034 , 82.8769 , 1 , -36.638 , 242.109 , 87.0187 , 2 , 38.1843 , 241.215 , 97.7895 , 3 , 10.3752 , 205.973 , 216.756 , 
43829998734 , 0 , 1.69229 , 284.855 , 77.6664 , 1 , -35.9482 , 248.966 , 80.1882 , 2 , 38.5496 , 249.369 , 93.0989 , 3 , 9.16599 , 216.766 , 210.018 , 
43830034612 , 0 , 2.47982 , 288.749 , 73.8448 , 1 , -34.8118 , 252.415 , 76.7952 , 2 , 39.2674 , 254.134 , 90.2022 , 3 , 9.08708 , 222.436 , 205.854 , 
43830082729 , 0 , 3.18617 , 295.559 , 69.9605 , 1 , -33.5057 , 257.799 , 72.928 , 2 , 39.998 , 260.735 , 86.1502 , 3 , 7.52497 , 234.659 , 199.442 , 
43830142590 , 0 , 2.84519 , 306.879 , 65.4924 , 1 , -33.6497 , 268.158 , 68.8335 , 2 , 39.214 , 271.43 , 81.7435 , 3 , 5.56123 , 248.355 , 191.986 , 
43830178556 , 0 , 2.27486 , 313.138 , 62.2993 , 1 , -34.5769 , 276.151 , 65.8151 , 2 , 38.7746 , 277.517 , 78.0964 , 3 , 5.23108 , 256.553 , 188.076 , 
43830229834 , 0 , 1.48642 , 320.118 , 57.2684 , 1 , -36.092 , 288.842 , 61.3596 , 2 , 37.8931 , 286.166 , 73.9487 , 
43830262725 , 0 , 1.46496 , 324.089 , 54.5252 , 1 , -36.2147 , 294.158 , 58.8388 , 2 , 37.6995 , 291.326 , 71.4881 , 
43830310681 , 0 , 1.24775 , 326.642 , 49.5427 , 1 , -36.6582 , 301.263 , 54.419 , 2 , 37.4952 , 297.885 , 66.8174 , 
43830346680 , 0 , 1.09514 , 329.452 , 46.8725 , 1 , -36.7759 , 305.173 , 51.6113 , 2 , 37.1678 , 302.416 , 63.534 , 
43830394744 , 0 , 0.635966 , 334.657 , 42.4417 , 1 , -37.5502 , 309.892 , 47.0734 , 2 , 36.3863 , 306.178 , 58.0713 , 
43830433735 , 0 , 0.31774 , 338.279 , 38.5003 , 1 , -37.8484 , 312.502 , 43.3793 , 2 , 35.8649 , 308.784 , 53.9681 , 3 , 8.17777 , 287.871 , 163.295 , 
43830478702 , 0 , 0.681551 , 344.317 , 32.9198 , 1 , -37.2692 , 313.278 , 39.0118 , 2 , 36.1816 , 310.302 , 48.9789 , 
43830514683 , 0 , 1.42226 , 348.931 , 28.2316 , 1 , -36.4322 , 314.399 , 35.4949 , 2 , 37.0747 , 312.737 , 45.0004 , 
43830551295 , 0 , 2.31572 , 351.537 , 24.3357 , 1 , -35.6144 , 315.935 , 31.5853 , 2 , 37.829 , 314.08 , 41.5625 , 
43830598787 , 0 , 3.41473 , 354.859 , 19.695 , 1 , -34.4403 , 318.876 , 27.2626 , 2 , 39.0228 , 317.034 , 36.8521 , 3 , 10.0667 , 301.472 , 146.28 , 
43830637261 , 0 , 4.10057 , 357.201 , 16.1814 , 1 , -33.8709 , 322.613 , 23.6265 , 2 , 39.9093 , 321.641 , 33.4873 , 
43830670790 , 0 , 4.34206 , 359.986 , 12.5295 , 1 , -33.8781 , 327.324 , 20.2257 , 2 , 40.5653 , 327.27 , 29.7871 , 
43830706828 , 0 , 4.38567 , 363.11 , 10.1541 , 1 , -33.561 , 330.969 , 17.0797 , 2 , 40.5602 , 333.133 , 26.8354 , 
43830754830 , 0 , 4.30274 , 367.329 , 6.58792 , 1 , -33.4855 , 337.871 , 12.5807 , 2 , 39.8454 , 337.541 , 23.0833 , 
43830790869 , 0 , 3.85842 , 373.051 , 3.83275 , 1 , -33.9614 , 343.203 , 9.09453 , 2 , 38.8619 , 338.35 , 18.8215 , 
43830826781 , 0 , 3.20565 , 377.487 , 0.87195 , 1 , -34.3333 , 349.141 , 7.11908 , 2 , 37.6725 , 339.105 , 15.5452 , 
43830851132 , 0 , 2.73421 , 382.106 , -1.77399 , 1 , -34.7797 , 351.739 , 4.62399 , 2 , 36.706 , 340.44 , 13.6984 , 
43830898840 , 0 , 0.827788 , 386.192 , -4.68591 , 1 , -36.2827 , 358.443 , 1.16628 , 2 , 35.3212 , 350.072 , 10.2266 , 
43830947127 , 0 , -1.15467 , 391.446 , -7.65135 , 1 , -37.8475 , 364.295 , -2.37706 , 2 , 34.0223 , 361.825 , 5.96134 , 
43830994831 , 0 , -2.34908 , 396.462 , -11.6549 , 1 , -38.7822 , 367.124 , -5.84137 , 2 , 33.3356 , 372.596 , 1.42387 , 
43831030830 , 0 , -3.02535 , 399.321 , -14.458 , 1 , -39.3908 , 371.262 , -8.48043 , 2 , 32.9056 , 376.842 , -1.47776 , 
43831066914 , 0 , -3.58403 , 400.948 , -17.4752 , 1 , -39.6046 , 372.488 , -10.1876 , 2 , 31.9479 , 379.18 , -3.25305 , 
43831102906 , 0 , -4.12332 , 402.798 , -20.242 , 1 , -40.1504 , 375.563 , -13.4857 , 2 , 31.3964 , 382.184 , -6.20346 , 
43831138931 , 0 , -5.1125 , 403.833 , -23.3487 , 1 , -41.13 , 378.218 , -16.8975 , 2 , 30.4686 , 382.425 , -9.2185 , 
43831186945 , 0 , -7.39083 , 407.034 , -25.7566 , 1 , -42.9123 , 381.174 , -18.9737 , 2 , 27.954 , 383.819 , -12.4108 , 
43831222971 , 0 , -10.3096 , 410.937 , -25.8008 , 1 , -45.5344 , 384.995 , -18.7586 , 2 , 24.5709 , 387.896 , -12.347 , 
43831258919 , 0 , -13.5088 , 416.121 , -23.1007 , 1 , -48.1849 , 389.051 , -15.619 , 
43831295997 , 0 , -17.6078 , 421.992 , -12.3707 , 1 , -52.1076 , 396.139 , -6.89709 , 2 , 17.0945 , 396.182 , 4.16655 , 
43831343499 , 0 , -19.5534 , 430.116 , 10.7106 , 1 , -54.1411 , 405.309 , 12.9785 , 2 , 16.3352 , 404.515 , 15.4117 , 
43831390931 , 0 , 18.5988 , 408.984 , 36.3362 , 1 , -15.6073 , 442.485 , 54.3771 , 
43831426922 , 0 , 23.6019 , 410.934 , 69.5143 , 1 , -39.4957 , 425.908 , 86.6129 , 2 , -6.09179 , 446.598 , 98.8994 , 
43831475045 , 0 , -30.3213 , 421.432 , 115.01 , 1 , 38.2501 , 410.02 , 128.613 , 2 , 16.048 , 438.649 , 147.97 , 
43831511048 , 0 , -21.8213 , 409.802 , 148.679 , 1 , 56.2481 , 397.351 , 158.948 , 2 , 34.5917 , 428.132 , 181.906 , 
43831547063 , 0 , 76.14 , 373.03 , 188.033 , 1 , -1.78169 , 392.578 , 203.693 , 2 , 51.856 , 400.089 , 213.829 , 
43831583005 , 0 , 91.3477 , 338.504 , 211.103 , 1 , 19.3543 , 358.459 , 224.068 , 
43831619071 , 0 , 103.906 , 293.486 , 229.583 , 1 , 33.5237 , 317.371 , 236.615 , 
43831655087 , 0 , 112.359 , 257.034 , 247.482 , 1 , 39.907 , 277.875 , 251.291 , 
43831703075 , 0 , 45.1076 , 233.505 , 278.209 , 
43831727197 , 0 , 45.1131 , 213.345 , 287.889 , 
