time since 1970(s), ms
1401179163, 5
timestamp(us), fingerID, X1, Y1, Z1, fingerID, X2, Y2, Z2, fingerID, X3, Y3, Z3, edge1, edge2, edge3
27873280707 , 0 , -118.656 , 147.537 , 117.014 , 1.85978e+008 , 1.85978e+008 , 0 , 
27873304553 , 0 , -120.326 , 151.442 , 112.715 , 1.85978e+008 , 1.85978e+008 , 0 , 
27873316801 , 0 , -121.719 , 154.717 , 108.881 , 1.85978e+008 , 1.85978e+008 , 0 , 
27873328675 , 0 , -122.893 , 157.598 , 105.236 , 1.85978e+008 , 1.85978e+008 , 0 , 
27873364774 , 0 , -125.512 , 164.738 , 96.3246 , 1.85978e+008 , 1.85978e+008 , 0 , 
27873400681 , 0 , -127.6 , 170.511 , 89.0777 , 1.85978e+008 , 1.85978e+008 , 0 , 
27873424785 , 0 , -130.147 , 176.554 , 81.564 , 1 , -62.1259 , 199.014 , 193.851 , 133.191 , 1.85978e+008 , 1.85978e+008 , 
27873437099 , 0 , -131.175 , 178.895 , 78.3486 , 1 , -63.1323 , 201.138 , 190.549 , 133.092 , 1.85978e+008 , 1.85978e+008 , 
27873472691 , 0 , -132.966 , 183.374 , 71.3989 , 1.85978e+008 , 1.85978e+008 , 0 , 
27873484867 , 0 , -133.687 , 184.83 , 68.5752 , 1.85978e+008 , 1.85978e+008 , 0 , 
27873533176 , 0 , -136.144 , 188.874 , 59.1654 , 1.85978e+008 , 1.85978e+008 , 0 , 
27873557064 , 0 , -136.96 , 190.235 , 55.341 , 1.85978e+008 , 1.85978e+008 , 0 , 
27873580870 , 0 , -137.708 , 191.179 , 51.7276 , 1.85978e+008 , 1.85978e+008 , 0 , 
27873604785 , 0 , -138.648 , 191.788 , 48.1144 , 1.85978e+008 , 1.85978e+008 , 0 , 
27873628727 , 0 , -139.706 , 192.984 , 44.7929 , 1.85978e+008 , 1.85978e+008 , 0 , 
27873652749 , 0 , -140.624 , 193.434 , 41.1037 , 1.85978e+008 , 1.85978e+008 , 0 , 
27873688699 , 0 , -142.039 , 193.9 , 36.7498 , 1 , -97.2553 , 164.025 , 48.807 , 2 , -100.926 , 241.135 , 108.737 , 55.1678 , 95.4123 , 97.7295 , 
27873712827 , 0 , -143.287 , 194.08 , 33.8858 , 1 , -98.5195 , 164.289 , 45.7757 , 2 , -101.853 , 241.392 , 105.908 , 55.0729 , 95.6153 , 97.8358 , 
27873724870 , 0 , -144.112 , 193.972 , 32.6743 , 1 , -99.5176 , 164.407 , 44.0099 , 2 , -102.199 , 240.735 , 104.697 , 54.6926 , 95.5547 , 97.5508 , 
27873760747 , 0 , -146.167 , 194.438 , 28.6236 , 1 , -101.507 , 164.748 , 39.8787 , 2 , -103.601 , 240.971 , 100.91 , 54.7967 , 95.9299 , 97.6683 , 
27873772819 , 0 , -147.149 , 194.535 , 27.7416 , 1 , -102.557 , 164.712 , 38.0202 , 2 , -104.133 , 240.259 , 100.137 , 54.6217 , 95.8237 , 97.8176 , 
27873796738 , 0 , -148.858 , 194.639 , 25.7791 , 1 , -104.535 , 164.943 , 35.4222 , 2 , -105.056 , 239.007 , 98.4513 , 3 , -82.5184 , 219.425 , 133.194 , 
27873832835 , 0 , -151.396 , 194.912 , 22.6597 , 1 , -107.136 , 164.958 , 31.5073 , 2 , -106.627 , 238.134 , 95.5576 , 3 , -82.9358 , 219.08 , 131.773 , 
27873844842 , 0 , -152.344 , 194.94 , 21.7954 , 1 , -108.145 , 164.804 , 29.9011 , 2 , -107.064 , 237.768 , 94.7002 , 3 , -83.2402 , 218.919 , 130.902 , 
27873868844 , 0 , -153.873 , 195.244 , 19.9616 , 1 , -109.728 , 164.933 , 28.0606 , 2 , -107.482 , 238.006 , 92.8562 , 3 , -83.8266 , 219.066 , 129.88 , 
27873880864 , 0 , -154.566 , 195.211 , 19.2741 , 1 , -110.612 , 164.898 , 26.9929 , 2 , -107.713 , 238.608 , 91.8978 , 3 , -84.2016 , 218.872 , 128.79 , 
27873916816 , 0 , -156.707 , 195.442 , 15.9892 , 1 , -112.711 , 164.788 , 23.5278 , 2 , -108.952 , 239.719 , 89.131 , 3 , -85.0139 , 218.898 , 127.048 , 
27873953146 , 0 , -158.639 , 195.167 , 14.0052 , 1 , -114.657 , 163.813 , 19.9234 , 2 , -109.856 , 240.91 , 86.5343 , 3 , -86.8375 , 218.871 , 122.706 , 
27873965061 , 0 , -159.029 , 194.864 , 13.1154 , 1 , -115.16 , 163.479 , 18.5947 , 2 , -110.408 , 241.347 , 85.7049 , 3 , -87.2577 , 218.819 , 121.491 , 
27874012831 , 0 , -160.927 , 195.263 , 9.55581 , 1 , -116.859 , 163.098 , 14.4329 , 2 , -111.658 , 242.404 , 81.6739 , 3 , -88.3399 , 219.403 , 118.774 , 
27874037343 , 0 , -161.303 , 195.337 , 7.91324 , 1 , -117.395 , 163.221 , 12.8093 , 2 , -111.924 , 242.201 , 80.3707 , 3 , -89.0876 , 219.548 , 115.808 , 
27874072777 , 0 , -161.777 , 195.767 , 5.67544 , 1 , -117.936 , 163.62 , 10.4717 , 2 , -112.467 , 242.484 , 77.8275 , 3 , -90.2044 , 220.709 , 113.027 , 
27874084840 , 0 , -161.481 , 195.645 , 4.4375 , 1 , -117.745 , 164.145 , 10.2137 , 2 , -112.462 , 242.727 , 77.1999 , 3 , -90.263 , 220.926 , 111.739 , 
27874108800 , 0 , -161.362 , 196.401 , 3.38292 , 1 , -117.681 , 164.814 , 8.8538 , 2 , -112.557 , 243.742 , 75.5601 , 3 , -90.5 , 221.617 , 109.836 , 
27874120880 , 0 , -160.918 , 196.919 , 3.12511 , 1 , -117.45 , 165.646 , 9.0292 , 2 , -112.438 , 244.356 , 74.7642 , 3 , -90.7338 , 222.524 , 108.535 , 
27874156833 , 0 , -159.987 , 198.422 , 1.69514 , 1 , -116.694 , 167.471 , 8.46698 , 2 , -111.833 , 245.192 , 73.4411 , 3 , -90.1746 , 223.79 , 106.436 , 
27874182204 , 0 , -158.774 , 199.495 , 1.01499 , 1 , -115.456 , 168.863 , 8.36116 , 2 , -110.642 , 245.594 , 72.5521 , 3 , -89.5936 , 225.158 , 105.149 , 
27874204935 , 0 , -157.525 , 199.894 , 0.303848 , 1 , -114.363 , 169.516 , 7.57516 , 2 , -110.046 , 245.107 , 71.9432 , 3 , -89.6839 , 226.464 , 103.905 , 
27874216952 , 0 , -156.447 , 200.178 , 0.126102 , 1 , -113.32 , 169.935 , 7.73 , 2 , -109.042 , 243.856 , 71.8287 , 3 , -88.9193 , 226.831 , 103.578 , 
27874253023 , 0 , -153.966 , 200.783 , -1.04467 , 1 , -110.722 , 170.639 , 7.10009 , 2 , -106.662 , 244.368 , 71.1452 , 3 , -87.0392 , 227.734 , 102.704 , 
27874276918 , 0 , -152.326 , 201.099 , -1.45677 , 1 , -109.163 , 171.092 , 6.98922 , 2 , -105.684 , 243.579 , 70.8385 , 3 , -86.2473 , 228.689 , 102.065 , 
27874301143 , 0 , -149.971 , 200.983 , -1.63197 , 1 , -106.903 , 171.325 , 7.26704 , 2 , -103.999 , 242.766 , 70.8974 , 3 , -84.5212 , 229.472 , 101.871 , 
27874313014 , 0 , -148.992 , 201.01 , -1.60338 , 1 , -105.806 , 171.135 , 6.97421 , 2 , -103.299 , 242.49 , 70.9452 , 3 , -84.0052 , 229.975 , 101.609 , 
27874337014 , 0 , -147.398 , 200.835 , -2.16944 , 1 , -104.324 , 171.38 , 6.93428 , 2 , -102.221 , 242.501 , 70.5209 , 3 , -83.0767 , 230.431 , 101.185 , 
