time(ms), id1, x1(mm), y1, z1, id2, x2, y2, z2, id3, x3, y3, z3
29036693.699,0,-100.926,241.135,108.737,1,-97.2553,164.025,48.807,2,-142.039,193.9,36.7498
29036717.827,0,-101.853,241.392,105.908,1,-98.5195,164.289,45.7757,2,-143.287,194.08,33.8858
29036729.87,0,-102.199,240.735,104.697,1,-99.5176,164.407,44.0099,2,-144.112,193.972,32.6743
29036765.747,0,-103.601,240.971,100.91,1,-101.507,164.748,39.8787,2,-146.167,194.438,28.6236
29036777.819,0,-104.133,240.259,100.137,1,-102.557,164.712,38.0202,2,-147.149,194.535,27.7416
29036801.738,0,-105.056,239.007,98.4513,1,-104.535,164.943,35.4222,2,-148.858,194.639,25.7791
29036837.835,0,-106.627,238.134,95.5576,1,-107.136,164.958,31.5073,2,-151.396,194.912,22.6597
29036849.842,0,-107.064,237.768,94.7002,1,-108.145,164.804,29.9011,2,-152.344,194.94,21.7954
29036873.844,0,-107.482,238.006,92.8562,1,-109.728,164.933,28.0606,2,-153.873,195.244,19.9616
29036885.864,0,-107.713,238.608,91.8978,1,-110.612,164.898,26.9929,2,-154.566,195.211,19.2741
29036921.816,0,-108.952,239.719,89.131,1,-112.711,164.788,23.5278,2,-156.707,195.442,15.9892
29036958.146,0,-109.856,240.91,86.5343,1,-114.657,163.813,19.9234,2,-158.639,195.167,14.0052
29036970.061,0,-110.408,241.347,85.7049,1,-115.16,163.479,18.5947,2,-159.029,194.864,13.1154
29037017.831,0,-111.658,242.404,81.6739,1,-116.859,163.098,14.4329,2,-160.927,195.263,9.55581
29037042.343,0,-111.924,242.201,80.3707,1,-117.395,163.221,12.8093,2,-161.303,195.337,7.91324
29037077.777,0,-112.467,242.484,77.8275,1,-117.936,163.62,10.4717,2,-161.777,195.767,5.67544
29037089.84,0,-112.462,242.727,77.1999,1,-117.745,164.145,10.2137,2,-161.481,195.645,4.4375
29037113.8,0,-112.557,243.742,75.5601,1,-117.681,164.814,8.8538,2,-161.362,196.401,3.38292
29037125.88,0,-112.438,244.356,74.7642,1,-117.45,165.646,9.0292,2,-160.918,196.919,3.12511
29037161.833,0,-111.833,245.192,73.4411,1,-116.694,167.471,8.46698,2,-159.987,198.422,1.69514
29037187.204,0,-110.642,245.594,72.5521,1,-115.456,168.863,8.36116,2,-158.774,199.495,1.01499
29037209.935,0,-110.046,245.107,71.9432,1,-114.363,169.516,7.57516,2,-157.525,199.894,0.303848
29037221.952,0,-109.042,243.856,71.8287,1,-113.32,169.935,7.73,2,-156.447,200.178,0.126102
29037258.023,0,-106.662,244.368,71.1452,1,-110.722,170.639,7.10009,2,-153.966,200.783,-1.04467
29037281.918,0,-105.684,243.579,70.8385,1,-109.163,171.092,6.98922,2,-152.326,201.099,-1.45677
29037306.143,0,-103.999,242.766,70.8974,1,-106.903,171.325,7.26704,2,-149.971,200.983,-1.63197
29037318.014,0,-103.299,242.49,70.9452,1,-105.806,171.135,6.97421,2,-148.992,201.01,-1.60338
29037342.014,0,-102.221,242.501,70.5209,1,-104.324,171.38,6.93428,2,-147.398,200.835,-2.16944
29037366.157,0,-100.776,242.927,70.5736,1,-102.263,171.586,7.47721,2,-145.568,200.721,-2.56038
29037390.03,0,-99.804,243.34,70.4742,1,-100.669,171.773,7.53567,2,-143.97,200.848,-2.52256
29037426.251,0,-77.5681,231.166,102.189,1,-97.8133,171.835,8.01424,2,-141.009,200.703,-2.00993
29037437.998,0,-76.805,231.211,102.564,1,-96.95,171.837,8.32212,2,-140.134,200.679,-1.87825
29037473.966,0,-94.4989,244.286,73.1411,1,-94.2679,171.26,7.65582,2,-137.569,200.35,-1.78453
29037486.017,0,-93.3122,246.303,72.7459,1,-93.5083,171.314,8.10972,2,-136.758,200.332,-1.4844
29037666.054,0,-124.714,161.036,206.345,1,-85.2525,170.521,9.53491,2,-128.71,200.057,-0.697691
29038051.257,0,-101.967,174.793,182.006,1,-71.4417,177.503,13.1547,2,-114.581,206.64,2.05268
29038062.339,0,-100.554,177.023,179.399,1,-70.857,177.861,13.2379,2,-114.024,206.914,1.85507
