time since 1970(s), ms
1401178826, 106
timestamp(us), fingerID, X1, Y1, Z1, fingerID, X2, Y2, Z2, fingerID, X3, Y3, Z3, edge1, edge2, edge3
27535638412 , 0 , 158.103 , 229.878 , 99.9768 , 1 , 206.671 , 182.4 , 156.638 , 88.4505 , 1.85978e+008 , 1.85978e+008 , 
27535674462 , 0 , 159.226 , 230.391 , 90.4348 , 1 , 207.449 , 182.631 , 147.998 , 88.9939 , 1.85978e+008 , 1.85978e+008 , 
27535686369 , 0 , 159.033 , 230.574 , 88.3757 , 1 , 207.218 , 182.562 , 143.168 , 87.3448 , 1.85978e+008 , 1.85978e+008 , 
27535698471 , 0 , 159.136 , 231.02 , 86.0657 , 1 , 207.646 , 182.844 , 139.22 , 2 , 111.979 , 261.082 , 163.074 , 86.5996 , 95.1726 , 125.866 , 
27535734398 , 0 , 157.747 , 231.85 , 78.5786 , 1 , 206.933 , 183.439 , 128.523 , 85.1908 , 1.85978e+008 , 1.85978e+008 , 
27535758426 , 0 , 156.856 , 232.87 , 73.6743 , 1 , 97.3854 , 180.527 , 95.0585 , 2 , 206.531 , 184.066 , 122.496 , 82.0597 , 85.0468 , 112.597 , 
27535770483 , 0 , 155.805 , 233.543 , 72.2691 , 1 , 96.7558 , 181.056 , 92.9166 , 2 , 206.98 , 185.519 , 120.191 , 81.6574 , 84.9811 , 113.637 , 
27535794506 , 0 , 154.269 , 234.524 , 68.9052 , 1 , 95.9549 , 182.08 , 89.5104 , 2 , 205.965 , 186.266 , 115.183 , 81.0891 , 84.5158 , 113.044 , 
27535818444 , 0 , 153.094 , 235.111 , 65.7458 , 1 , 95.4066 , 182.856 , 87.2326 , 2 , 205.258 , 186.743 , 111.309 , 80.747 , 84.4779 , 112.526 , 
27535830503 , 0 , 152.465 , 235.68 , 63.9264 , 1 , 94.8337 , 183.509 , 85.4046 , 2 , 204.679 , 187.144 , 109.993 , 3 , 105.04 , 261.474 , 132.065 , 
27535854463 , 0 , 151.094 , 235.929 , 61.4577 , 1 , 94.0033 , 184.079 , 82.8389 , 2 , 204.176 , 187.965 , 107.279 , 3 , 103.791 , 261.494 , 128.467 , 
