time(ms), x(mm), y, z, ax(m/s2), ay, az
28938010.566,10.767980457,303.84952594,168.4269334,32.434949581,9.2240511529,-36.348439548
28938011.066,10.433107799,303.10837364,168.23493628,32.307760943,9.441001802,-35.063030256
28938011.566,10.102973504,302.35633846,168.04276064,32.152320173,9.6578546742,-33.777798079
28938012.066,9.7775465243,301.5937429,167.85044855,31.963070855,9.874222495,-32.492949567
28938012.566,9.4567958129,300.82090944,167.65804204,31.733861288,10.089710489,-31.208696129
28938013.066,9.1406903229,300.0381606,167.46558319,31.457951896,10.303917491,-29.925254327
28938013.566,8.829199007,299.24581887,167.27311403,31.128056562,10.516437198,-28.642846141
28938014.066,8.5222908184,298.44420675,167.08067663,30.736429507,10.726859542,-27.361699224
28938014.566,8.2199347098,297.63364673,166.88831304,30.275010107,10.934772183,-26.082047147
28938015.066,7.9220996341,296.81446131,166.69606531,29.735637305,11.139762108,-24.804129617
28938015.566,7.6287545444,295.986973,166.5039755,29.110342199,11.341417321,-23.528192691
28938016.066,7.3398683935,295.1515043,166.31208567,28.391721119,11.539328603,-22.254488959
28938016.566,7.0554101343,294.30837769,166.12043786,27.573381498,11.733091328,-20.983277713
28938017.066,6.7753487197,293.45791568,165.92907414,26.650439235,11.922307308,-19.714825098
28938017.566,6.4996531028,292.60044077,165.73803655,25.620030485,12.106586654,-18.449404234
28938018.066,6.2282922363,291.73627545,165.54736715,24.481785618,12.285549609,-17.187295315
28938018.566,5.9612350732,290.86574222,165.35710799,23.238202688,12.458828354,-15.928785687
28938019.066,5.6984505664,289.98916359,165.16730113,21.894856696,12.626068739,-14.674169894
28938019.566,5.4399076688,289.10686205,164.97798863,20.460392645,12.78693193,-13.423749693
28938020.066,5.1855753334,288.2191601,164.78921254,18.946275378,12.941095934,-12.177834049
28938020.566,4.9354225131,287.32638024,164.6010149,17.36630383,13.088257001,-10.936739079
28938021.066,4.6894181607,286.42884496,164.41343779,15.735934193,13.228130857,-9.7007879812
28938021.566,4.4475312292,285.52687676,164.22652324,14.071486572,13.360453771,-8.4703109115
28938022.066,4.2097306716,284.62079815,164.04031332,12.389325306,13.484983433,-7.2456448332
28938022.566,3.9759854407,283.71093162,163.85485008,10.705101049,13.601499626,-6.0271333196
28938023.066,3.7462644894,282.79759967,163.67017557,9.0331247563,13.709804704,-4.8151263199
28938023.566,3.5205367706,281.8811248,163.48633186,7.3859160134,13.809723839,-3.6099798771
28938024.066,3.2987712374,280.9618295,163.30336098,5.7739383002,13.901105072,-2.4120558036
28938024.566,3.0809368425,280.04003628,163.121305,4.2055082595,13.983819143,-1.2217213105
28938025.066,2.867002539,279.11606763,162.94020598,2.6868488044,14.057759121,-0.039348588093
28938025.566,2.6569372797,278.19024606,162.76010596,1.2222476761,14.122839831,1.1346856652
28938026.066,2.4507100175,277.26289405,162.58104699,-0.18571739513,14.178997112,2.3000007568
28938026.566,2.2482897054,276.33433411,162.40307115,-1.5359210819,14.226186883,3.4562125751
28938027.066,2.0496452963,275.40488874,162.22622047,-2.8284271315,14.264384073,4.6029342083
28938027.566,1.854745743,274.47488044,162.05053702,-4.064238115,14.293581405,5.7397766167
28938028.066,1.6635599986,273.5446317,161.87606284,-5.2450698276,14.313788055,6.8663493634
28938028.566,1.4760570159,272.61446502,161.70284,-6.3731561014,14.325028222,7.9822613874
28938029.066,1.2922057479,271.6847029,161.53091054,-7.4510855898,14.327339603,9.0871218368
28938029.566,1.1119751474,270.75566784,161.36031652,-8.481669269,14.320771807,10.180540947
28938030.066,0.93533416733,269.82768234,161.1911,-9.4678357934,14.305384724,11.262130972
28938030.566,0.76225176069,268.90106889,161.02330303,-10.412551047,14.281246854,12.331507163
28938031.066,0.59269688037,267.97615,160.85696766,-11.318758055,14.248433623,13.388288791
28938031.566,0.42663847927,267.05324816,160.69213595,-12.189333584,14.207025696,14.432100219
28938032.066,0.26404551031,266.13268587,160.52884995,-13.027058096,14.157107287,15.462572007
28938032.566,0.10488692641,265.21478563,160.36715172,-13.83459621,14.09876449,16.479342062
28938033.066,-0.050868319515,264.29986994,160.20708331,-14.614485253,14.032083637,17.482056822
28938033.566,-0.20325127455,263.3882613,160.04868677,-15.369129915,13.957149669,18.470372465
28938034.066,-0.35229298578,262.4802822,159.89200417,-16.100801452,13.874044552,19.443956152
28938034.566,-0.49802450028,261.57625514,159.73707755,-16.811640158,13.782845714,20.40248729
28938035.066,-0.64047686514,260.67650263,159.58394897,-17.503660141,13.683624517,21.345658803
28938035.566,-0.77968112745,259.78134715,159.43266048,-18.17875567,13.576444755,22.273178434
28938036.066,-0.91566833428,258.89111122,159.28325414,-18.838708501,13.461361177,23.184770027
28938036.566,-1.0484695327,258.00611732,159.135772,-19.485195785,13.338418022,24.080174839
28938037.066,-1.1781157699,257.12668795,158.99025612,-20.119798239,13.207647567,24.959152815
28938037.566,-1.3046380928,256.25314562,158.84674855,-20.744008373,13.069068668,25.821483881
28938038.066,-1.4280675486,255.38581283,158.70529134,-21.359238596,12.922685294,26.666969196
28938038.566,-1.5484351843,254.52501206,158.56592655,-21.966829135,12.768485024,27.495432388
28938039.066,-1.665772047,253.67106582,158.42869624,-22.568055673,12.606437511,28.306720763
28938039.566,-1.7801091839,252.82429661,158.29364245,-23.164136691,12.436492882,29.100706472
28938040.066,-1.8914776419,251.98502692,158.16080725,-23.756240485,12.258580052,29.877287629
28938040.566,-1.9999084683,251.15357926,158.03023268,-24.345491883,12.072604946,30.636389392
28938041.066,-2.10543271,250.33027613,157.9019608,-24.932978648,11.878448587,31.377964975
28938041.566,-2.2080814141,249.51544001,157.77603367,-25.519757605,11.675965031,32.101996608
28938042.066,-2.3078856278,248.70939341,157.65249334,-26.10686051,11.464979115,32.808496425
28938042.566,-2.4048763981,247.91245883,157.53138187,-26.695299688,11.245283981,33.49750728
28938043.066,-2.499084772,247.12495877,157.4127413,-27.286073476,11.016638343,34.169103486
28938043.566,-2.5905417968,246.34721572,157.29661369,-27.880171491,10.778763431,34.823391475
28938044.066,-2.6792785194,245.57955219,157.18304111,-28.478579758,10.531339585,35.460510372
28938044.566,-2.765325987,244.82229067,157.07206559,-29.082285727,10.274002409,36.080632476
28938045.066,-2.8487152466,244.07575365,156.9637292,-29.6922832,10.006338436,36.683963652
28938045.566,-2.9294773453,243.34026365,156.85807399,-30.309577198,9.7278802034,37.270743634
28938046.066,-3.0076433302,242.61614315,156.75514202,-30.935188783,9.4381006444,37.841246215
28938046.566,-3.0832442484,241.90371466,156.65497533,-31.570159848,9.1364066794,38.395779359
28938047.066,-3.156311147,241.20330067,156.55761599,-32.215557896,8.8221318668,38.934685197
28938047.566,-3.226875073,240.51522369,156.46310605,-32.872480796,8.4945279453,39.458339928
28938048.066,-3.2949670735,239.8398062,156.37148755,-33.542061515,8.1527550718,39.967153618
28938048.566,-3.3606181956,239.17737071,156.28280257,-34.22547282,7.795870514,40.4615699
28938049.066,-3.4238594865,238.52823973,156.19709315,-34.923931881,7.4228155105,40.942065561
28938049.566,-3.4847219931,237.89273573,156.11440134,-35.638704766,7.0323999473,41.409150044
28938050.066,-3.5432367626,237.27118123,156.0347692,-36.3711107,6.6232844252,41.863364832
28938050.566,-3.5994348421,236.66389873,155.95823878,-37.122526006,6.1939591944,42.305282737
28938051.066,-3.6533472785,236.07121071,155.88485214,-37.894387555,5.7427193148,42.735507093
28938051.566,-3.7050051191,235.49343969,155.81465134,-38.688195496,5.2676352452,43.15467084
28938052.066,-3.7544394109,234.93090815,155.74767842,-39.505514992,4.766517874,43.563435507
28938052.566,-3.801681201,234.3839386,155.68397545,-40.347976557,4.2368767557,43.962490105
28938053.066,-3.8467615365,233.85285353,155.62358447,-41.21727447,3.6758700014,44.352549907
28938053.566,-3.8897114644,233.33797545,155.56654754,-42.115162602,3.0802438646,44.734355136
28938054.066,-3.9305620318,232.83962685,155.51290671,-43.043446744,2.4462595327,45.108669543
28938054.566,-3.9693442858,232.35813023,155.46270405,-44.003972272,1.7696039483,45.476278892
28938055.066,-4.0060892736,231.89380809,155.4159816,-44.998605647,1.0452805809,45.837989332
28938055.566,-4.0408280421,231.44698292,155.37278141,-46.029207771,0.26747488591,46.194625672
28938056.066,-4.0735916385,231.01797723,155.33314555,-47.097596689,-0.57061237525,46.547029543
28938056.566,-4.1044111099,230.60711351,155.29711606,-48.125656576,-1.4650251136,46.80115268
28938057.066,-4.1333175033,230.21471427,155.26473501,-48.202494143,-2.2724226373,45.896299466
28938057.566,-4.1603425617,229.84106659,155.23603515,-47.623399228,-3.0111364843,44.231114904
28938058.066,-4.1855265654,229.48602337,155.21093527,-47.029761274,-3.7810659985,42.571861397
28938058.566,-4.2089155217,229.14914615,155.18927773,-46.430506051,-4.5887927534,40.932355298
28938059.066,-4.2305555439,228.82999112,155.17090343,-45.821988442,-5.4395993661,39.312083335
28938059.566,-4.2504927454,228.52811446,155.15565331,-45.20024659,-6.3396025623,37.71055302
28938060.066,-4.2687732393,228.24307235,155.14336828,-44.560987957,-7.2958903297,36.127293871
28938060.566,-4.2854431389,227.97442097,155.13388927,-43.899589023,-8.3166666433,34.561858232
28938061.066,-4.3005485576,227.72171649,155.12705721,-43.211113891,-9.4113883498,33.013821684
28938061.566,-4.3141356086,227.48451511,155.12271302,-42.49035799,-10.590861864,31.482783097
28938062.066,-4.3262504052,227.26237299,155.12069761,-41.731923612,-11.867236144,29.968364315
28938062.566,-4.3369390607,227.05484632,155.12085193,-40.930334019,-13.253772221,28.470209528
28938063.066,-4.3462476883,226.86149128,155.12301688,-40.080191873,-14.764170927,26.987984331
28938063.566,-4.3542224013,226.68186405,155.12703339,-39.17638535,-16.411074454,25.521374526
28938064.066,-4.3609093131,226.5155208,155.13274239,-38.214341194,-18.203097574,24.070084665
28938064.566,-4.3663545368,226.36201772,155.13998479,-37.190317951,-20.139395743,22.633836394
28938065.066,-4.3706041858,226.22091099,155.14860153,-36.10172488,-22.200479151,21.212366612
28938065.566,-4.3737043733,226.09175679,155.15843353,-34.947443465,-24.334256391,19.805425487
28938066.066,-4.3757012126,225.97411129,155.16932171,-33.728120424,-26.438424592,18.412774355
28938066.566,-4.3766408171,225.86753068,155.18110699,-32.446395707,-28.346258621,17.034183537
28938067.066,-4.3765692999,225.77157114,155.1936303,-31.107028473,-29.832459925,15.669430117
28938067.566,-4.3755327744,225.68578884,155.20673256,-29.71689003,-30.659654383,14.318295692
28938068.066,-4.3735773538,225.60973997,155.22025469,-28.284805751,-30.66460946,12.980564141
28938068.566,-4.3707491514,225.54298071,155.23403763,-26.821246546,-29.836579417,11.65601944
28938069.066,-4.3670942805,225.48506723,155.24792228,-25.337891248,-28.323855722,10.344443536
28938069.566,-4.3626588544,225.43555572,155.26174958,-23.847099894,-26.362219496,9.0456143245
28938070.066,-4.3574889863,225.39400235,155.27536046,-22.361350067,-24.185049326,7.7593037285
28938070.566,-4.3516307895,225.35996331,155.28859582,-20.892691577,-21.969531641,6.4852759187
28938071.066,-4.3451303774,225.33299478,155.3012966,-19.45226853,-19.826198724,5.2232856787
28938071.566,-4.3380338631,225.31265293,155.31330372,-18.049944413,-17.812003975,3.9730769255
28938072.066,-4.33038736,225.29849395,155.3244581,-16.694048686,-15.948573006,2.7343814068
28938072.566,-4.3222369814,225.29007401,155.33460067,-15.391246544,-14.237173076,1.506917564
28938073.066,-4.3136288404,225.2869493,155.34357236,-14.146519779,-12.668708449,0.2903895825
28938073.566,-4.3046090505,225.28867599,155.35121407,-12.963237785,-11.2296642,-0.91551338296
28938074.066,-4.2952237248,225.29481027,155.35736675,-11.843293837,-9.9053571308,-2.1111178046
28938074.566,-4.2855189767,225.30490831,155.36187131,-10.787281963,-8.6815722102,-3.2967662018
28938075.066,-4.2755409194,225.3185263,155.36456867,-9.7946927804,-7.5452919628,-4.4728173925
28938075.566,-4.2653356663,225.33522041,155.36529976,-8.8641111638,-6.484942273,-5.6396465814
28938076.066,-4.2549493305,225.35454682,155.36390551,-7.993403467,-5.4903949177,-6.7976452958
28938076.566,-4.2444280254,225.37606172,155.36022683,-7.1798864861,-4.5528581506,-7.947221169
28938077.066,-4.2338178643,225.39932129,155.35410465,-6.4204740554,-3.6647246323,-9.088797595
28938077.566,-4.2231649603,225.4238817,155.3453799,-5.711799934,-2.8194117016,-10.222813243
28938078.066,-4.2125154269,225.44929913,155.33389349,-5.0503175571,-2.0112104472,-11.349721462
28938078.566,-4.2019153773,225.47512976,155.31948636,-4.4323784098,-1.2351502727,-12.469989564
28938079.066,-4.1914109247,225.50092978,155.30199941,-3.8542913984,-0.4868806673,-13.584098008
28938079.566,-4.1810481825,225.52625536,155.28127359,-3.3123658113,0.23743050548,-14.692539476
28938080.066,-4.1708732638,225.55066269,155.25714981,-2.8030201798,0.94100353556,-15.795339614
28938080.566,-4.1609322821,225.57370793,155.22946899,-2.3818611603,1.4889783524,-16.524155802
28938081.066,-4.1512713357,225.59494742,155.19807215,-2.1407824174,1.6437762129,-16.222942228
28938081.566,-4.141925003,225.61403891,155.16286766,-1.9333383831,1.7298313809,-15.74586153
28938082.066,-4.1328957577,225.63092295,155.12395157,-1.730351974,1.8140494585,-15.27072672
28938082.566,-4.1241805245,225.64558896,155.08145243,-1.5312480927,1.8967711872,-14.797446821
28938083.066,-4.1157762285,225.65802636,155.03549874,-1.3354870549,1.9782937231,-14.325924401
28938083.566,-4.1076797945,225.66822456,154.98621902,-1.1425633397,2.058878161,-13.856056817
28938084.066,-4.0998881474,225.67617298,154.93374179,-0.95200395603,2.1387555746,-13.387737337
28938084.566,-4.092398212,225.68186103,154.87819557,-0.76336661356,2.2181318971,-12.920856145
28938085.066,-4.0852069133,225.68527813,154.81970888,-0.57623783534,2.2971918802,-12.455301254
28938085.566,-4.0783111761,225.68641369,154.75841023,-0.39023109671,2.3761023255,-11.990959316
28938086.066,-4.0717079253,225.68525714,154.69442814,-0.20498505489,2.4550147253,-11.52771635
28938086.566,-4.0653940858,225.68179788,154.62789114,-0.020161904599,2.5340674293,-11.065458394
28938087.066,-4.0593665825,225.67602533,154.55892773,0.16455411469,2.613387421,-10.604072087
28938087.566,-4.0536223402,225.66792891,154.48766645,0.34945804974,2.6930917744,-10.143445182
28938088.066,-4.0481582838,225.65749804,154.4142358,0.53482539349,2.7732888419,-9.6834670064
28938088.566,-4.0429713383,225.64472212,154.3387643,0.72091307573,2.8540792184,-9.224028866
28938089.066,-4.0380584284,225.62959058,154.26138047,0.90796028586,2.9355565121,-8.7650243984
28938089.566,-4.0334164792,225.61209283,154.18221284,1.096189131,3.0178079514,-8.306349888
28938090.066,-4.0290424153,225.5922183,154.10138991,1.2858051369,3.1009148468,-7.8479045323
28938090.566,-4.0249331619,225.56995638,154.01904022,1.4769975959,3.184952925,-7.3895906797
28938091.066,-4.0210856436,225.5452965,153.93529226,1.6699397702,3.2699925479,-6.9313140255
28938091.566,-4.0174967854,225.51822808,153.85027457,1.8647889559,3.3560988279,-6.4729837813
28938092.066,-4.0141635123,225.48874053,153.76411566,2.0616864165,3.4433316458,-6.0145128144
28938092.566,-4.011082749,225.45682327,153.67694405,2.2607571925,3.5317455796,-5.5558177601
28938093.066,-4.0082514204,225.42246571,153.58888826,2.4621097938,3.6213897466,-5.0968191097
28938093.566,-4.0056664515,225.38565727,153.50007681,2.665835784,3.7123075654,-4.637441278
28938094.066,-4.003324767,225.34638737,153.41063821,2.8720092655,3.8045364394,-4.1776126461
28938094.566,-4.001223292,225.30464541,153.32070098,3.0806862697,3.898107364,-3.7172655907
28938095.066,-3.9993589512,225.26042082,153.23039364,3.2919040694,3.9930444633,-3.2563364908
28938095.566,-3.9977286696,225.21370302,153.13984471,3.5056804139,4.0893644529,-2.7947657223
28938096.066,-3.9963293721,225.16448141,153.04918271,3.7220127066,4.1870760398,-2.3324976363
28938096.566,-3.9951579834,225.11274542,152.95853615,3.9408771298,4.2861792548,-1.8694805266
28938097.066,-3.9942114286,225.05848445,152.86803356,4.1622277326,4.3866647282,-1.4056665833
28938097.566,-3.9934866324,225.00168794,152.77780345,4.385995494,4.4885129101,-0.94101183886
28938098.066,-3.9929805198,224.94234528,152.68797434,4.6120873762,4.5916932448,-0.47547610452
28938098.566,-3.9926900156,224.88044591,152.59867475,4.8403853813,4.6961633059,-0.0090229013136
28938099.066,-3.9926120447,224.81597922,152.51003319,5.0707456285,4.8018679031,0.45838061538
28938099.566,-3.9927435321,224.74893465,152.42217819,5.3029974671,4.9087381736,0.92676373424
28938100.066,-3.9930814026,224.6793016,152.33523826,5.5369426422,5.0166906725,1.3961522677
28938100.566,-3.993622581,224.6070695,152.24934192,5.7723545285,5.1256264787,1.8665686318
28938101.066,-3.9943639922,224.53222775,152.16461769,6.0089774507,5.2354303379,2.3380319248
