time since 1970(s), ms
1401178804, 357
timestamp(us), fingerID, X1, Y1, Z1, fingerID, X2, Y2, Z2, fingerID, X3, Y3, Z3, edge1, edge2, edge3
27514470420 , 0 , 155.706 , 229.315 , 75.8977 , 1 , 208.755 , 173.254 , 123.059 , 90.4506 , 1.85978e+008 , 1.85978e+008 , 
27514494618 , 0 , 154.874 , 231.516 , 72.8968 , 1 , 208.323 , 175.33 , 117.875 , 89.6473 , 1.85978e+008 , 1.85978e+008 , 
27514518594 , 0 , 154.078 , 233.792 , 71.0093 , 1 , 205.805 , 175.543 , 112.347 , 88.1894 , 1.85978e+008 , 1.85978e+008 , 
27514542509 , 0 , 153.313 , 235.411 , 68.5319 , 1 , 205.215 , 177.21 , 108.684 , 87.7123 , 1.85978e+008 , 1.85978e+008 , 
27514566542 , 0 , 152.974 , 236.712 , 67.0789 , 1 , 204.328 , 178.761 , 106.067 , 86.6929 , 1.85978e+008 , 1.85978e+008 , 
27514590707 , 0 , 152.711 , 237.209 , 65.786 , 1 , 205.465 , 180.616 , 104.32 , 86.4332 , 1.85978e+008 , 1.85978e+008 , 
27514614599 , 0 , 152.562 , 236.96 , 63.5605 , 1 , 205.545 , 181.421 , 102.784 , 86.1989 , 1.85978e+008 , 1.85978e+008 , 
27514638652 , 0 , 152.004 , 236.155 , 61.609 , 1 , 203.91 , 180.443 , 100.312 , 85.4169 , 1.85978e+008 , 1.85978e+008 , 
27514662651 , 0 , 151.624 , 235.539 , 58.5862 , 1 , 203.416 , 180.464 , 98.4561 , 85.471 , 1.85978e+008 , 1.85978e+008 , 
27514687189 , 0 , 151.018 , 234.58 , 56.4346 , 1 , 204.689 , 181.305 , 97.2754 , 85.9465 , 1.85978e+008 , 1.85978e+008 , 
27514710512 , 0 , 150.48 , 233.894 , 54.9234 , 1 , 203.523 , 180.789 , 95.874 , 2 , 109.152 , 253.009 , 129.485 , 85.5028 , 87.3658 , 123.497 , 
27514734520 , 0 , 149.447 , 232.814 , 54.0836 , 1 , 202.604 , 179.884 , 94.0971 , 2 , 108.222 , 253.572 , 128.071 , 85.0199 , 87.2037 , 124.467 , 
27514758521 , 0 , 148.637 , 231.631 , 51.1174 , 1 , 202.098 , 179.236 , 92.6169 , 85.5889 , 1.85978e+008 , 1.85978e+008 , 
27514782572 , 0 , 147.573 , 230.155 , 48.7581 , 1 , 202.378 , 178.463 , 91.214 , 86.4768 , 1.85978e+008 , 1.85978e+008 , 
27514806595 , 0 , 146.373 , 229.129 , 48.3125 , 1.85978e+008 , 1.85978e+008 , 0 , 
27514830521 , 0 , 145.242 , 228.433 , 46.2023 , 1.85978e+008 , 1.85978e+008 , 0 , 
27514854517 , 0 , 143.936 , 227.846 , 45.8456 , 1.85978e+008 , 1.85978e+008 , 0 , 
27514878580 , 0 , 142.839 , 227.222 , 44.9531 , 1 , 100.7 , 252.135 , 117.74 , 87.7163 , 1.85978e+008 , 1.85978e+008 , 
27514902516 , 0 , 141.801 , 226.423 , 44.0669 , 1 , 101.254 , 254.445 , 117.71 , 88.6146 , 1.85978e+008 , 1.85978e+008 , 
27514926654 , 0 , 140.863 , 225.88 , 43.5066 , 1 , 100.444 , 253.36 , 117.798 , 88.9273 , 1.85978e+008 , 1.85978e+008 , 
27514950826 , 0 , 140.135 , 225.544 , 42.8296 , 1 , 98.519 , 250.077 , 116.121 , 87.7798 , 1.85978e+008 , 1.85978e+008 , 
27514974776 , 0 , 139.666 , 225.459 , 42.9742 , 1 , 97.6365 , 249.366 , 115.276 , 86.98 , 1.85978e+008 , 1.85978e+008 , 
27514998652 , 0 , 139.263 , 225.47 , 42.6228 , 1 , 97.9703 , 251.564 , 115.512 , 87.7424 , 1.85978e+008 , 1.85978e+008 , 
27515022714 , 0 , 138.699 , 225.45 , 42.1252 , 1 , 96.6905 , 250.153 , 114.859 , 87.5511 , 1.85978e+008 , 1.85978e+008 , 
27515046641 , 0 , 138.249 , 225.401 , 41.3166 , 1 , 95.3519 , 248.108 , 113.792 , 87.2264 , 1.85978e+008 , 1.85978e+008 , 
27515071041 , 0 , 137.701 , 225.293 , 41.3791 , 1 , 95.1179 , 249.606 , 113.761 , 87.4272 , 1.85978e+008 , 1.85978e+008 , 
27515094913 , 0 , 137.316 , 225.385 , 40.6328 , 1 , 94.7212 , 250.014 , 113.452 , 87.8836 , 1.85978e+008 , 1.85978e+008 , 
27515118681 , 0 , 136.82 , 225.417 , 39.6908 , 1 , 93.5051 , 249.332 , 111.995 , 87.6129 , 1.85978e+008 , 1.85978e+008 , 
27515142769 , 0 , 135.859 , 225.421 , 39.6075 , 1 , 92.9837 , 250.799 , 111.522 , 87.4878 , 1.85978e+008 , 1.85978e+008 , 
27515166631 , 0 , 134.854 , 225.53 , 39.2428 , 1 , 92.8368 , 250.169 , 111.995 , 87.5521 , 1.85978e+008 , 1.85978e+008 , 
27515178755 , 0 , 134.414 , 225.481 , 38.2785 , 1 , 92.3537 , 250.884 , 111.463 , 88.1491 , 1.85978e+008 , 1.85978e+008 , 
27515214769 , 0 , 133.38 , 225.252 , 37.0678 , 1 , 91.0371 , 252.161 , 110.148 , 88.6437 , 1.85978e+008 , 1.85978e+008 , 
27515239555 , 0 , 132.695 , 224.875 , 36.6965 , 1 , 89.9726 , 252.353 , 109.06 , 88.4119 , 1.85978e+008 , 1.85978e+008 , 
27515262809 , 0 , 132.198 , 224.346 , 36.2035 , 1 , 88.6169 , 251.178 , 108.068 , 88.2257 , 1.85978e+008 , 1.85978e+008 , 
27515287133 , 0 , 131.85 , 223.596 , 35.6208 , 1 , 87.3879 , 250.162 , 107.065 , 88.2429 , 1.85978e+008 , 1.85978e+008 , 
27515310830 , 0 , 131.406 , 222.579 , 35.7187 , 1 , 86.5688 , 249.741 , 106.002 , 87.6802 , 1.85978e+008 , 1.85978e+008 , 
27515334778 , 0 , 130.865 , 222.221 , 34.6986 , 1 , 85.6828 , 249.853 , 104.955 , 87.9822 , 1.85978e+008 , 1.85978e+008 , 
27515358787 , 0 , 129.817 , 222.245 , 33.6939 , 1 , 84.4201 , 249.428 , 103.936 , 87.9417 , 1.85978e+008 , 1.85978e+008 , 
27515370675 , 0 , 129.156 , 222.205 , 33.6544 , 1 , 83.9665 , 249.702 , 103.773 , 87.8332 , 1.85978e+008 , 1.85978e+008 , 
27515418615 , 0 , 126.955 , 221.839 , 32.7289 , 1 , 82.8273 , 246.736 , 102.691 , 86.3816 , 1.85978e+008 , 1.85978e+008 , 
27515442691 , 0 , 125.449 , 222.063 , 32.2614 , 1 , 81.4409 , 244.336 , 101.856 , 85.3005 , 1.85978e+008 , 1.85978e+008 , 
27515466816 , 0 , 124.343 , 222.075 , 31.6319 , 1.85978e+008 , 1.85978e+008 , 0 , 
27515503158 , 0 , 122.68 , 222.186 , 30.6268 , 1.85978e+008 , 1.85978e+008 , 0 , 
27515514758 , 0 , 122.27 , 222.29 , 30.192 , 1.85978e+008 , 1.85978e+008 , 0 , 
27515550796 , 0 , 120.905 , 222.361 , 30.2223 , 1.85978e+008 , 1.85978e+008 , 0 , 
27515574838 , 0 , 120.18 , 222.426 , 29.763 , 1.85978e+008 , 1.85978e+008 , 0 , 
27515598739 , 0 , 119.517 , 222.565 , 29.041 , 1.85978e+008 , 1.85978e+008 , 0 , 
27515622843 , 0 , 118.72 , 222.566 , 29.0057 , 1.85978e+008 , 1.85978e+008 , 0 , 
27515646853 , 0 , 118.225 , 222.848 , 28.367 , 1.85978e+008 , 1.85978e+008 , 0 , 
27515670696 , 0 , 117.595 , 222.847 , 28.1281 , 1.85978e+008 , 1.85978e+008 , 0 , 
27515682771 , 0 , 117.223 , 222.775 , 28.8073 , 1.85978e+008 , 1.85978e+008 , 0 , 
27515706754 , 0 , 116.59 , 222.421 , 29.4439 , 1.85978e+008 , 1.85978e+008 , 0 , 
27515730738 , 0 , 116.151 , 222.168 , 29.705 , 1.85978e+008 , 1.85978e+008 , 0 , 
27515754881 , 0 , 115.802 , 221.795 , 29.252 , 1.85978e+008 , 1.85978e+008 , 0 , 
27515766780 , 0 , 115.62 , 221.7 , 29.3554 , 1.85978e+008 , 1.85978e+008 , 0 , 
27515790766 , 0 , 115.164 , 221.141 , 29.2921 , 1.85978e+008 , 1.85978e+008 , 0 , 
27515814791 , 0 , 114.985 , 220.884 , 27.7302 , 1.85978e+008 , 1.85978e+008 , 0 , 
27515838760 , 0 , 114.669 , 220.679 , 27.1156 , 1.85978e+008 , 1.85978e+008 , 0 , 
27515850857 , 0 , 114.549 , 220.592 , 26.637 , 1.85978e+008 , 1.85978e+008 , 0 , 
27515874887 , 0 , 114.202 , 220.533 , 26.0524 , 1.85978e+008 , 1.85978e+008 , 0 , 
27515910980 , 0 , 112.984 , 220.454 , 25.4401 , 1.85978e+008 , 1.85978e+008 , 0 , 
27515922956 , 0 , 112.54 , 220.512 , 25.0557 , 1.85978e+008 , 1.85978e+008 , 0 , 
27515958927 , 0 , 110.935 , 220.825 , 25.458 , 1.85978e+008 , 1.85978e+008 , 0 , 
27515970855 , 0 , 110.507 , 221.053 , 24.6192 , 1.85978e+008 , 1.85978e+008 , 0 , 
