time since 1970(s), ms
1401179140, 222
timestamp(us), toolID,   X1, Y1, Z1, toolID,   X2, Y2, Z2, toolID,   X3, Y3, Z3
27858149731 , 0 , 250.917 , 193.038 , 36.1212 , 
27858173820 , 0 , 252.243 , 192.497 , 37.4544 , 
27858197709 , 0 , 253.365 , 192.352 , 39.3261 , 
27858209782 , 0 , 254.587 , 192.402 , 40.9909 , 
27858221702 , 0 , 256.531 , 192.178 , 42.477 , 
27858257700 , 0 , 262.002 , 192.287 , 45.7916 , 
27858285242 , 0 , 267.057 , 192.332 , 49.9602 , 
27858294023 , 0 , 266.408 , 191.066 , 51.5102 , 
27858329798 , 0 , 267.94 , 189.474 , 58.2048 , 
27858341739 , 0 , 271.926 , 191.052 , 61.3442 , 
27858377803 , 0 , 271.042 , 188.846 , 68.378 , 
27858389734 , 0 , 271.748 , 188.919 , 72.9852 , 
27858413720 , 0 , 270.559 , 186.742 , 78.883 , 
27858425768 , 0 , 269.716 , 185.096 , 83.1829 , 
27858461697 , 0 , 270.767 , 182.765 , 94.7732 , 
27858485745 , 0 , 272.18 , 180.96 , 108.048 , 
27858500906 , 0 , 272.209 , 179.086 , 114.582 , 
27858665875 , 0 , 225.897 , 162.765 , 159.8 , 
27858701952 , 0 , 218.503 , 150.946 , 173.909 , 
27858713902 , 0 , 214.238 , 146.126 , 179.448 , 
27858725862 , 0 , 212.622 , 142.446 , 184.065 , 
27858737826 , 0 , 208.649 , 137.329 , 188.393 , 
