time since 1970(s), ms
1401178645, 492
timestamp(us), fingerID, X1, Y1, Z1, fingerID, X2, Y2, Z2, fingerID, X3, Y3, Z3, edge1, edge2, edge3
27357720793 , 0 , -5.26255 , 198.123 , 22.4654 , 1 , -62.3295 , 150.994 , 53.3427 , 2 , 53.564 , 155.043 , 64.292 , 80.1947 , 84.0588 , 116.48 , 
27357744881 , 0 , -5.43235 , 198.144 , 21.9617 , 1 , -62.5325 , 151.043 , 53.3365 , 2 , 53.356 , 154.955 , 64.1573 , 80.3945 , 84.2723 , 116.458 , 
27357768945 , 0 , -5.61838 , 198.217 , 21.8417 , 1 , -62.7221 , 151.384 , 53.4051 , 2 , 53.0627 , 155.077 , 64.071 , 80.3144 , 84.1892 , 116.334 , 
27357792899 , 0 , -5.68086 , 198.213 , 21.4263 , 1 , -62.7531 , 151.614 , 53.4087 , 2 , 52.7341 , 155.015 , 64.1079 , 80.3221 , 84.2624 , 116.032 , 
27357816860 , 0 , -5.66395 , 198.364 , 21.1741 , 1 , -62.8638 , 151.573 , 53.1532 , 2 , 52.8108 , 154.783 , 63.8233 , 80.5224 , 84.4844 , 116.21 , 
27357840851 , 0 , -5.72075 , 198.646 , 21.2781 , 1 , -62.9511 , 152.036 , 53.1056 , 2 , 52.649 , 154.918 , 63.6989 , 80.3791 , 84.3723 , 116.12 , 
27357852915 , 0 , -5.65153 , 198.768 , 21.061 , 1 , -62.9517 , 152.231 , 53.0439 , 2 , 52.7297 , 154.917 , 63.4965 , 80.4481 , 84.4515 , 116.184 , 
27357876824 , 0 , -5.49605 , 199.171 , 20.3402 , 1 , -62.931 , 152.719 , 52.954 , 2 , 52.846 , 155.359 , 63.3565 , 80.7479 , 84.6975 , 116.273 , 
27357900902 , 0 , -5.28071 , 199.725 , 20.5629 , 1 , -62.7998 , 153.511 , 52.8553 , 2 , 53.0137 , 156.163 , 63.4129 , 80.5418 , 84.4515 , 116.324 , 
27357925074 , 0 , -4.99486 , 200.385 , 19.9845 , 1 , -62.6795 , 154.383 , 52.7966 , 2 , 53.0954 , 156.799 , 63.3851 , 80.7487 , 84.6038 , 116.283 , 
27357948923 , 0 , -4.79373 , 201.042 , 20.0202 , 1 , -62.5786 , 155.23 , 52.7846 , 2 , 53.2154 , 157.485 , 63.3892 , 80.693 , 84.5173 , 116.3 , 
27357972938 , 0 , -4.61734 , 201.76 , 20.2493 , 1 , -62.3039 , 156.115 , 52.9101 , 2 , 53.3895 , 158.062 , 63.3939 , 80.4858 , 84.4736 , 116.184 , 
27357996859 , 0 , -4.44477 , 202.402 , 19.8221 , 1 , -62.252 , 156.971 , 52.8751 , 2 , 53.4522 , 158.837 , 63.5032 , 80.611 , 84.6053 , 116.206 , 
27358020848 , 0 , -4.42278 , 203.149 , 20.0506 , 1 , -62.261 , 157.834 , 52.937 , 2 , 53.5496 , 159.295 , 63.3422 , 80.4997 , 84.6054 , 116.286 , 
27358044859 , 0 , -4.40027 , 203.948 , 20.3253 , 1 , -62.2586 , 158.74 , 53.0279 , 2 , 53.509 , 159.763 , 63.416 , 80.3794 , 84.6324 , 116.237 , 
27358069028 , 0 , -4.29279 , 204.58 , 19.997 , 1 , -62.2498 , 159.395 , 52.9785 , 2 , 53.6452 , 160.227 , 63.4359 , 80.5512 , 84.9176 , 116.369 , 
27358081059 , 0 , -4.27637 , 204.878 , 20.1827 , 1 , -62.2604 , 159.904 , 53.1121 , 2 , 53.6001 , 160.606 , 63.5338 , 80.4309 , 84.7878 , 116.33 , 
27358092865 , 0 , -4.27277 , 205.223 , 20.3296 , 1 , -62.3776 , 160.099 , 52.994 , 2 , 53.5662 , 160.951 , 63.6049 , 80.4941 , 84.7235 , 116.431 , 
27358116889 , 0 , -4.30508 , 205.749 , 20.5653 , 1 , -62.4635 , 160.926 , 53.1803 , 2 , 53.5844 , 161.708 , 63.6872 , 80.3445 , 84.5595 , 116.525 , 
27358128924 , 0 , -4.33927 , 206.107 , 20.6113 , 1 , -62.5461 , 161.171 , 53.199 , 2 , 53.5847 , 162.263 , 63.8454 , 80.432 , 84.5382 , 116.623 , 
27358165627 , 0 , -4.50789 , 207.502 , 20.926 , 1 , -62.7009 , 162.65 , 53.5361 , 2 , 53.3348 , 164.049 , 64.3381 , 80.3835 , 84.3712 , 116.546 , 
27358188997 , 0 , -4.71497 , 208.417 , 21.3681 , 1 , -62.8775 , 163.976 , 53.8876 , 2 , 53.0866 , 165.307 , 64.5683 , 80.096 , 84.058 , 116.463 , 
27358213024 , 0 , -4.96128 , 209.43 , 21.4471 , 1 , -63.0887 , 165.139 , 54.0526 , 2 , 52.8396 , 166.459 , 64.6437 , 80.0225 , 83.9842 , 116.419 , 
27358236952 , 0 , -5.12565 , 210.404 , 20.9381 , 1 , -63.3661 , 166.129 , 54.1464 , 2 , 52.8051 , 167.022 , 64.268 , 80.343 , 84.3534 , 116.615 , 
27358261027 , 0 , -5.2521 , 211.176 , 20.9027 , 1 , -63.5115 , 167.121 , 54.3588 , 2 , 52.671 , 167.678 , 64.2812 , 80.3389 , 84.4327 , 116.607 , 
27358285104 , 0 , -5.34587 , 211.811 , 20.9999 , 1 , -63.5754 , 167.936 , 54.6838 , 2 , 52.6964 , 168.109 , 64.3001 , 80.3136 , 84.5796 , 116.669 , 
27358309088 , 0 , -5.30789 , 212.521 , 21.3891 , 1 , -63.5708 , 168.708 , 54.9551 , 2 , 52.5379 , 168.554 , 64.5578 , 80.2543 , 84.5145 , 116.505 , 
27358332957 , 0 , -5.20082 , 213.043 , 21.7973 , 1 , -63.3397 , 169.128 , 55.2591 , 2 , 52.5891 , 169.198 , 64.8661 , 80.1765 , 84.3617 , 116.326 , 
27358344996 , 0 , -5.13052 , 213.218 , 21.9129 , 1 , -63.3026 , 169.184 , 55.2855 , 2 , 52.5058 , 169.792 , 65.2329 , 80.229 , 84.1687 , 116.236 , 
27358368928 , 0 , -5.05086 , 213.672 , 21.9994 , 1 , -63.3065 , 169.551 , 55.4045 , 2 , 52.572 , 170.192 , 65.4706 , 80.3508 , 84.2653 , 116.317 , 
27358394164 , 0 , -5.0763 , 214.089 , 22.7935 , 1 , -63.316 , 170.22 , 55.7193 , 2 , 52.6154 , 170.675 , 65.7384 , 80.0026 , 84.0084 , 116.364 , 
27358416926 , 0 , -4.92712 , 214.571 , 22.3853 , 1 , -63.2228 , 170.669 , 55.8874 , 2 , 52.6804 , 171.365 , 65.9459 , 80.3006 , 84.1604 , 116.341 , 
27358428988 , 0 , -4.79386 , 214.764 , 22.3693 , 1 , -63.1646 , 171.013 , 56.0186 , 2 , 52.7258 , 171.8 , 66.1745 , 80.3344 , 84.1029 , 116.337 , 
27358452925 , 0 , -4.62613 , 215.502 , 23.1245 , 1 , -62.8926 , 171.79 , 56.3472 , 2 , 52.7422 , 172.649 , 66.6085 , 80.0593 , 83.776 , 116.092 , 
27358476962 , 0 , -4.35514 , 216.471 , 23.9161 , 1 , -62.6006 , 172.277 , 56.4153 , 2 , 52.771 , 173.503 , 67 , 80.0113 , 83.4615 , 115.863 , 
27358489004 , 0 , -4.17759 , 216.951 , 23.5941 , 1 , -62.3643 , 173.016 , 56.6803 , 2 , 52.9024 , 173.594 , 66.9254 , 80.0662 , 83.759 , 115.723 , 
27358513079 , 0 , -3.80339 , 217.986 , 22.7597 , 1 , -62.0887 , 174.285 , 56.91 , 2 , 53.2522 , 174.047 , 66.8544 , 80.4561 , 84.441 , 115.769 , 
27358536989 , 0 , -3.59742 , 218.96 , 23.7608 , 1 , -61.7298 , 175.278 , 57.0322 , 2 , 53.2989 , 174.787 , 67.0973 , 79.9657 , 84.0625 , 115.469 , 
27358548999 , 0 , -3.40242 , 219.315 , 23.4461 , 1 , -61.5426 , 175.671 , 57.0325 , 2 , 53.3807 , 175.116 , 67.1841 , 80.0822 , 84.2078 , 115.372 , 
27358572973 , 0 , -3.07655 , 220.215 , 23.9139 , 1 , -61.181 , 176.764 , 57.1586 , 2 , 53.682 , 176.269 , 67.3432 , 79.8077 , 83.8978 , 115.315 , 
27358596993 , 0 , -2.62366 , 221.316 , 23.2542 , 1 , -60.8237 , 177.588 , 57.0533 , 2 , 54.0364 , 177.179 , 67.4767 , 80.2603 , 84.3444 , 115.333 , 
27358621138 , 0 , -2.31062 , 222.208 , 23.6089 , 1 , -60.4757 , 178.488 , 57.091 , 2 , 54.2304 , 178.238 , 67.6964 , 80.0975 , 84.1066 , 115.196 , 
27358633105 , 0 , -2.17673 , 222.683 , 23.8189 , 1 , -60.2594 , 179.119 , 57.297 , 2 , 54.2603 , 178.628 , 67.8206 , 79.9509 , 84.0364 , 115.003 , 
27358669123 , 0 , -1.86718 , 223.886 , 24.2561 , 1 , -59.9153 , 180.613 , 57.4929 , 2 , 54.5421 , 179.819 , 67.8893 , 79.6665 , 83.8317 , 114.931 , 
27358693058 , 0 , -1.73215 , 224.968 , 24.2904 , 1 , -59.8202 , 181.784 , 57.7047 , 2 , 54.0839 , 181.541 , 68.3906 , 79.7217 , 83.3436 , 114.405 , 
27358705048 , 0 , -1.67125 , 225.576 , 24.0639 , 1 , -59.7784 , 182.46 , 57.8566 , 2 , 54.2539 , 181.979 , 68.3765 , 79.8581 , 83.6177 , 114.517 , 
27358729050 , 0 , -1.60544 , 226.6 , 24.4737 , 1 , -59.6725 , 183.408 , 57.8833 , 2 , 54.5389 , 182.944 , 68.4117 , 79.7093 , 83.5981 , 114.697 , 
27358753120 , 0 , -1.53103 , 227.65 , 24.5309 , 1 , -59.4963 , 184.901 , 58.243 , 2 , 54.7817 , 184.21 , 68.6146 , 79.5233 , 83.6752 , 114.75 , 
27358765106 , 0 , -1.52527 , 228.101 , 24.5438 , 1 , -59.4764 , 185.394 , 58.2646 , 2 , 54.8554 , 184.488 , 68.5923 , 79.4943 , 83.7923 , 114.801 , 
27358777099 , 0 , -1.54669 , 228.714 , 24.7995 , 1 , -59.4809 , 185.81 , 58.1861 , 2 , 55.0455 , 185.008 , 68.5962 , 79.4471 , 83.8517 , 115.001 , 
27358813106 , 0 , -1.61886 , 230.348 , 24.9283 , 1 , -59.5475 , 187.204 , 58.1649 , 2 , 54.9178 , 187.389 , 69.0967 , 79.5097 , 83.6223 , 114.986 , 
27358837125 , 0 , -1.70498 , 231.458 , 25.4448 , 1 , -59.4681 , 188.113 , 58.2681 , 2 , 54.6996 , 188.908 , 69.3477 , 79.3267 , 83.1835 , 114.707 , 
27358849144 , 0 , -1.71452 , 231.959 , 25.4723 , 1 , -59.4925 , 188.571 , 58.2499 , 2 , 54.9099 , 189.526 , 69.4963 , 79.3423 , 83.3364 , 114.958 , 
27358873138 , 0 , -1.61657 , 233.101 , 24.9463 , 1 , -59.4789 , 189.227 , 58.1709 , 2 , 54.862 , 190.919 , 69.8715 , 79.8555 , 83.5911 , 114.951 , 
27358897138 , 0 , -1.7058 , 234.101 , 25.1586 , 1 , -59.6226 , 189.926 , 57.9327 , 2 , 54.4589 , 192.306 , 70.1958 , 79.8745 , 83.2445 , 114.763 , 
27358921133 , 0 , -1.86419 , 235.257 , 26.1891 , 1 , -59.585 , 190.537 , 57.8152 , 2 , 54.2227 , 193.437 , 70.3306 , 79.5729 , 82.7233 , 114.53 , 
27358957079 , 0 , -1.78995 , 236.445 , 26.0352 , 1 , -59.4265 , 191.708 , 57.956 , 2 , 53.8991 , 196.001 , 71.003 , 79.6384 , 82.2137 , 114.155 , 
27358969146 , 0 , -1.75443 , 236.899 , 25.5457 , 1 , -59.4226 , 192.238 , 58.0679 , 2 , 54.012 , 196.105 , 70.9019 , 79.8624 , 82.6516 , 114.224 , 
27358993109 , 0 , -1.60894 , 237.573 , 25.3933 , 1 , -59.407 , 193.251 , 58.2191 , 2 , 54.388 , 196.658 , 70.8345 , 79.8907 , 82.9129 , 114.543 , 
27359017616 , 0 , -1.40836 , 238.532 , 25.492 , 1 , -59.1581 , 194.03 , 58.3161 , 2 , 54.5345 , 197.47 , 70.9798 , 79.9553 , 82.9746 , 114.448 , 
27359029906 , 0 , -1.30031 , 239.008 , 25.4667 , 1 , -59.0804 , 194.586 , 58.3963 , 2 , 54.4278 , 197.822 , 71.0273 , 79.9766 , 82.9321 , 114.255 , 
27359053074 , 0 , -1.25847 , 239.892 , 26.1294 , 1 , -58.856 , 195.893 , 58.763 , 2 , 54.5365 , 198.422 , 70.9068 , 79.4877 , 82.6912 , 114.069 , 
27359077206 , 0 , -1.20313 , 240.806 , 26.5564 , 1 , -58.7817 , 197.293 , 58.9929 , 2 , 54.3433 , 198.984 , 70.8013 , 79.125 , 82.4139 , 113.752 , 
27359101090 , 0 , -1.20098 , 241.6 , 26.4729 , 1 , -58.7892 , 198.337 , 58.985 , 2 , 54.4705 , 199.146 , 70.4734 , 79.026 , 82.6903 , 113.844 , 
27359125127 , 0 , -1.23162 , 242.078 , 26.3305 , 1 , -58.8379 , 199.17 , 58.9022 , 2 , 54.5567 , 199.554 , 70.2319 , 78.8702 , 82.7522 , 113.96 , 
27359149281 , 0 , -1.29916 , 242.661 , 25.9615 , 1 , -58.9965 , 199.899 , 58.6932 , 2 , 54.0808 , 200.948 , 70.3137 , 78.9237 , 82.3044 , 113.678 , 
27359161262 , 0 , -1.30733 , 242.939 , 25.5585 , 1 , -59.0973 , 200.225 , 58.5279 , 2 , 54.1365 , 201.461 , 70.2434 , 79.064 , 82.4085 , 113.845 , 
27359185198 , 0 , -1.27922 , 243.9 , 25.2512 , 1 , -59.2339 , 200.696 , 58.2399 , 2 , 54.2447 , 202.723 , 70.2668 , 79.4579 , 82.4912 , 114.132 , 
27359209241 , 0 , -1.15547 , 244.298 , 24.7519 , 1 , -59.2728 , 201.067 , 57.9818 , 2 , 54.1422 , 203.731 , 70.4463 , 79.6919 , 82.4103 , 114.129 , 
27359221224 , 0 , -1.16194 , 244.503 , 25.1015 , 1 , -59.2406 , 201.383 , 57.9654 , 2 , 54.3338 , 203.684 , 70.2429 , 79.4511 , 82.3632 , 114.259 , 
