timestamp(us), toolID,   X1, Y1, Z1, toolID,   X2, Y2, Z2, toolID,   X3, Y3, Z3
43359402784 , 0 , -56.4567 , 154.025 , -24.1304 , 
43359426911 , 0 , -56.4791 , 154.332 , -23.9233 , 
43359474814 , 0 , 20.9657 , 154.03 , -27.8019 , 1 , -56.4451 , 154.954 , -24.0047 , 
43359522826 , 0 , 21.1969 , 154.945 , -27.9344 , 1 , -56.1614 , 155.587 , -24.3184 , 
43359558780 , 0 , 21.4428 , 155.204 , -28.4558 , 1 , -55.9245 , 155.707 , -24.4989 , 
43359606813 , 0 , 21.606 , 155.893 , -28.7385 , 1 , -55.7045 , 156.202 , -24.8362 , 
43359642822 , 0 , 21.7777 , 156.571 , -28.7225 , 1 , -55.5271 , 156.492 , -25.3972 , 
43359690756 , 0 , 21.9928 , 157.012 , -29.1433 , 1 , -55.2495 , 156.84 , -25.541 , 
43359727333 , 0 , 22.4254 , 157.212 , -29.9334 , 1 , -54.9518 , 156.988 , -25.8478 , 
43359774811 , 0 , 22.9836 , 157.168 , -31.2842 , 1 , -54.8081 , 157.02 , -26.4802 , 
43359810966 , 0 , 22.9168 , 157.259 , -31.644 , 1 , -54.8954 , 156.926 , -27.0175 , 
43359870948 , 0 , 22.1505 , 158.195 , -31.3728 , 1 , -55.1438 , 157.443 , -27.3243 , 
43359932405 , 0 , 21.9368 , 158.124 , -31.9171 , 1 , -55.3249 , 157.67 , -27.7342 , 
43359979074 , 0 , 21.961 , 157.789 , -32.162 , 1 , -55.2851 , 157.536 , -28.009 , 
43360038939 , 0 , 22.9632 , 157.539 , -33.7486 , 1 , -54.9447 , 158.295 , -28.0834 , 
43360089769 , 0 , 22.5959 , 159.766 , -32.2049 , 1 , -54.7146 , 159.974 , -27.6492 , 
43360135019 , 0 , 22.2589 , 162.064 , -31.4248 , 1 , -54.872 , 162.16 , -27.0773 , 
43360182927 , 0 , 22.1956 , 164.234 , -31.5589 , 1 , -55.1562 , 164.798 , -26.2005 , 
43360231043 , 0 , 21.4958 , 167.742 , -30.6739 , 1 , -55.6401 , 168.34 , -25.1904 , 
43360267280 , 0 , 21.1382 , 170.394 , -30.447 , 1 , -55.9215 , 171.266 , -24.3689 , 
43360303041 , 0 , 20.7491 , 173.424 , -29.3475 , 1 , -56.0087 , 174.353 , -23.6606 , 
43360351022 , 0 , 20.8824 , 177.425 , -28.8543 , 1 , -55.9874 , 178.484 , -22.9198 , 
43360387049 , 0 , 20.7201 , 180.735 , -27.681 , 1 , -55.8518 , 181.422 , -22.2293 , 
43360435040 , 0 , 20.8107 , 184.313 , -27.2311 , 1 , -55.8714 , 185.229 , -21.2027 , 
43360471027 , 0 , 20.5037 , 187.106 , -26.0996 , 1 , -56.0115 , 187.966 , -20.4635 , 
43360507128 , 0 , 20.1478 , 189.791 , -25.1315 , 1 , -56.1713 , 190.562 , -19.3921 , 
43360555021 , 0 , 19.6702 , 193.117 , -24.2446 , 1 , -56.8639 , 193.894 , -18.2104 , 
43360603140 , 0 , 19.3954 , 196.555 , -23.6762 , 1 , -57.1075 , 196.972 , -16.7617 , 
43360639180 , 0 , 18.9118 , 199.567 , -22.242 , 1 , -57.2747 , 199.281 , -16.2299 , 
43360675099 , 0 , 19.1164 , 201.877 , -22.5334 , 1 , -57.2764 , 201.757 , -15.6613 , 
43360723141 , 0 , 19.1119 , 205.583 , -21.5833 , 1 , -57.1425 , 205.212 , -15.3012 , 
43360759161 , 0 , 19.2498 , 208.345 , -21.2249 , 1 , -56.8327 , 207.823 , -14.9992 , 
43360807119 , 0 , 19.2479 , 212.37 , -20.8559 , 1 , -56.7007 , 211.542 , -15.1665 , 
43360843172 , 0 , 19.4162 , 215.413 , -21.1062 , 1 , -56.4982 , 214.419 , -15.6631 , 
43360891152 , 0 , 19.588 , 218.466 , -21.6972 , 1 , -56.3897 , 217.291 , -16.7703 , 
43360927160 , 0 , 19.7593 , 220.833 , -22.2818 , 1 , -55.9771 , 219.772 , -17.3398 , 
43360963123 , 0 , 19.9797 , 223.343 , -23.4056 , 1 , -55.8922 , 222.526 , -18.3834 , 
43361011171 , 0 , 20.0321 , 227.037 , -24.3777 , 1 , -55.7098 , 226.179 , -19.6524 , 
43361047299 , 0 , 20.1722 , 229.579 , -25.4438 , 1 , -55.6258 , 228.259 , -20.8021 , 
43361083143 , 0 , 20.4915 , 231.669 , -26.5013 , 1 , -55.4483 , 230.786 , -21.613 , 
43361119243 , 0 , 20.8725 , 233.224 , -27.6156 , 1 , -55.0651 , 233.063 , -22.6799 , 
43361155161 , 0 , 21.2648 , 234.809 , -28.5962 , 1 , -54.5235 , 234.627 , -24.0066 , 
43361203250 , 0 , 21.2015 , 236.89 , -29.8392 , 1 , -54.4217 , 236.983 , -25.6335 , 
43361215419 , 0 , 21.1439 , 237.334 , -30.1415 , 1 , -54.3655 , 237.462 , -26.0057 , 
43361263274 , 0 , 20.7835 , 239.882 , -31.5693 , 1 , -54.6979 , 239.704 , -27.4212 , 
43361299259 , 0 , 20.0251 , 241.728 , -32.5212 , 1 , -55.3538 , 241.44 , -28.3858 , 
43361347270 , 0 , 19.136 , 244.32 , -34.0196 , 1 , -56.3678 , 244.037 , -29.6163 , 
43361383379 , 0 , 18.3404 , 245.897 , -34.9813 , 1 , -57.2169 , 246.267 , -30.5904 , 
43361407380 , 0 , 17.849 , 247.12 , -36.069 , 1 , -57.6887 , 247.778 , -30.8232 , 
43361455246 , 0 , 16.2194 , 250.123 , -36.8611 , 1 , -59.218 , 250.871 , -32.0485 , 
43361491251 , 0 , 14.9045 , 252.582 , -37.7124 , 1 , -60.3664 , 252.851 , -33.0005 , 
43361539436 , 0 , 13.4282 , 255.702 , -38.9542 , 1 , -61.8737 , 256.829 , -33.9948 , 
43361575391 , 0 , 12.1852 , 258.548 , -39.6063 , 1 , -63.0353 , 259.731 , -34.6229 , 
43361623438 , 0 , 10.3943 , 262.994 , -40.386 , 1 , -64.7393 , 263.799 , -35.0899 , 
43361659382 , 0 , 9.44886 , 266.031 , -41.3659 , 1 , -65.8706 , 267.896 , -35.3658 , 
43361695436 , 0 , 8.33989 , 268.97 , -41.4305 , 1 , -66.5598 , 270.613 , -35.4345 , 
43361743666 , 0 , 7.28796 , 273.185 , -42.1747 , 1 , -67.5731 , 274.911 , -36.1143 , 
43361779778 , 0 , 6.67424 , 277.395 , -42.5453 , 1 , -68.0344 , 278.812 , -36.3821 , 
43361815486 , 0 , 6.3479 , 281.298 , -42.8853 , 1 , -68.3088 , 282.808 , -37.1852 , 
43361851366 , 0 , 6.30952 , 284.853 , -43.684 , 1 , -68.3793 , 286.123 , -38.0343 , 
43361887491 , 0 , 6.31931 , 288.821 , -44.8479 , 1 , -68.0123 , 288.942 , -38.6454 , 
43361935491 , 0 , 6.25142 , 293.736 , -46.1914 , 1 , -67.6907 , 293.194 , -40.2831 , 
43361971750 , 0 , 6.24923 , 296.448 , -47.548 , 1 , -67.6875 , 296.582 , -41.4177 , 
43362007466 , 0 , 6.16949 , 300.327 , -48.7738 , 1 , -67.7406 , 299.579 , -42.8703 , 
43362043512 , 0 , 6.16171 , 304.418 , -50.1251 , 1 , -67.4973 , 303.187 , -44.4076 , 
43362091495 , 0 , 5.94453 , 308.624 , -51.7467 , 1 , -67.1865 , 307.633 , -45.8328 , 
