time since 1970(s), ms
1401178781, 718
timestamp(us), toolID,   X1, Y1, Z1, toolID,   X2, Y2, Z2, toolID,   X3, Y3, Z3
27491587475 , 0 , -225.903 , 120.517 , 22.1399 , 
27491599542 , 0 , -222.693 , 119.127 , 21.2653 , 
27491611529 , 0 , -220.262 , 118.274 , 20.5807 , 
27491637952 , 0 , -214.993 , 116.615 , 19.2409 , 
27491659498 , 0 , -212.771 , 117.521 , 18.8442 , 
27491683678 , 0 , -211.558 , 117.625 , 17.7755 , 
27491707633 , 0 , -209.742 , 117.775 , 16.7865 , 
27491731616 , 0 , -209.242 , 118.185 , 16.2555 , 
27491756502 , 0 , -206.407 , 117.015 , 15.589 , 
27491779623 , 0 , -204.995 , 117.873 , 15.7205 , 
27491803613 , 0 , -203.943 , 118.492 , 15.6578 , 
27491827658 , 0 , -202.323 , 117.813 , 15.1935 , 
27491851677 , 0 , -201.641 , 118.055 , 14.9923 , 
27491875559 , 0 , -200.954 , 118.424 , 14.8172 , 
27491899642 , 0 , -200.676 , 117.628 , 14.3093 , 
27491923654 , 0 , -199.234 , 116.585 , 14.0903 , 
27491947669 , 0 , -199.854 , 116.693 , 13.6079 , 
27491971634 , 0 , -199.52 , 116.661 , 13.6034 , 
27491995610 , 0 , -199.48 , 117.62 , 13.9445 , 
27492019649 , 0 , -198.142 , 116.543 , 13.679 , 
27492043725 , 0 , -199.087 , 116.875 , 13.2491 , 
27492068266 , 0 , -198.393 , 116.14 , 13.0365 , 
27492091592 , 0 , -196.955 , 115.337 , 13.0607 , 
27492115730 , 0 , -195.745 , 114.588 , 13.0684 , 
27492139747 , 0 , -194.506 , 113.76 , 13.0224 , 
27492163829 , 0 , -193.042 , 112.995 , 12.879 , 
27492187778 , 0 , -192.657 , 113.236 , 12.9295 , 
27492224441 , 0 , -191.442 , 112.456 , 12.5492 , 
27492247713 , 0 , -191 , 113.537 , 13.1166 , 
27492259709 , 0 , -189.995 , 113.243 , 13.1185 , 
27492295724 , 0 , -188.783 , 114.32 , 13.3603 , 
27492319703 , 0 , -188.421 , 115.743 , 13.711 , 
27492343727 , 0 , -187.906 , 116.834 , 13.8652 , 
27492368034 , 0 , -186.54 , 117.097 , 13.7831 , 
27492391729 , 0 , -184.975 , 117.452 , 13.8617 , 
27492403750 , 0 , -184.644 , 118.347 , 14.1099 , 
27492427723 , 0 , -183.488 , 118.562 , 14.0418 , 
27492451724 , 0 , -182.925 , 119.432 , 14.075 , 
27492475726 , 0 , -181.433 , 119.357 , 14.0719 , 
27492487985 , 0 , -180.798 , 119.105 , 13.9719 , 
27492511800 , 0 , -180.114 , 118.966 , 13.7125 , 
27492535915 , 0 , -178.864 , 118.663 , 13.5639 , 
27492559788 , 0 , -178.182 , 118.952 , 13.486 , 
27492571863 , 0 , -177.354 , 118.369 , 13.2798 , 
27492595915 , 0 , -176.315 , 117.838 , 13.0424 , 
27492619916 , 0 , -174.976 , 116.893 , 12.7007 , 
27492643863 , 0 , -175.357 , 117.709 , 12.6024 , 
27492669434 , 0 , -174.586 , 117.366 , 12.3191 , 
27492692924 , 0 , -173.912 , 117.289 , 12.1077 , 
27492715940 , 0 , -173.576 , 117.274 , 11.8382 , 
27492740063 , 0 , -172.727 , 117.053 , 11.6516 , 
27492763856 , 0 , -172.08 , 117.014 , 11.4092 , 
27492787893 , 0 , -171.151 , 117.082 , 11.2431 , 
27492811842 , 0 , -170.313 , 117.755 , 11.163 , 
27492823818 , 0 , -170.07 , 118.626 , 11.3012 , 
27492848009 , 0 , -169.126 , 119.615 , 11.4113 , 
27492871861 , 0 , -168.138 , 120.3 , 11.4007 , 
27492895876 , 0 , -166.962 , 120.538 , 11.115 , 
27492919815 , 0 , -165.555 , 119.733 , 10.4748 , 
27492944041 , 0 , -164.014 , 118.898 , 9.95926 , 
27492955974 , 0 , -163.351 , 118.641 , 9.71441 , 
27492979965 , 0 , -162.801 , 119.657 , 9.65935 , 
27492991957 , 0 , -162.28 , 119.821 , 9.56585 , 
27493027916 , 0 , -161.086 , 120.857 , 9.37317 , 
27493040065 , 0 , -160.268 , 120.964 , 9.19144 , 
27493063966 , 0 , -159.695 , 122.811 , 9.33642 , 
27493087973 , 0 , -158.589 , 123.433 , 9.2415 , 
27493112002 , 0 , -157.211 , 123.858 , 9.22941 , 
27493135951 , 0 , -156.234 , 125.171 , 9.40172 , 
27493160172 , 0 , -155.384 , 126.691 , 9.62558 , 
27493184041 , 0 , -154.133 , 126.867 , 9.5025 , 
27493196000 , 0 , -153.621 , 127.362 , 9.67425 , 
27493219961 , 0 , -152.656 , 127.561 , 9.79645 , 
27493244028 , 0 , -151.482 , 127.203 , 9.71738 , 
27493267921 , 0 , -150.782 , 128.222 , 10.1084 , 
27493279953 , 0 , -150.421 , 128.662 , 10.4056 , 
27493304176 , 0 , -149.575 , 128.18 , 10.4869 , 
27493327952 , 0 , -149.094 , 127.781 , 10.673 , 
27493352288 , 0 , -148.538 , 127.544 , 10.8926 , 
27493376147 , 0 , -148.082 , 127.733 , 11.2161 , 
27493400088 , 0 , -147.886 , 127.961 , 11.464 , 
27493424161 , 0 , -147.724 , 127.879 , 11.5435 , 
27493448064 , 0 , -147.436 , 127.456 , 11.6023 , 
27493460072 , 0 , -147.173 , 126.775 , 11.4577 , 
27493484064 , 0 , -147.093 , 127.32 , 11.7062 , 
27493508257 , 0 , -146.815 , 127.635 , 11.8383 , 
27493520142 , 0 , -146.674 , 127.668 , 11.8787 , 
27493544058 , 0 , -146.319 , 127.771 , 11.9159 , 
27493568067 , 0 , -145.757 , 127.619 , 12.001 , 
27493592088 , 0 , -145.012 , 127.019 , 11.8986 , 
27493616106 , 0 , -144.491 , 127.231 , 11.9496 , 
27493628064 , 0 , -144.136 , 127.243 , 12.0128 , 
27493652123 , 0 , -143.225 , 127.283 , 12.1565 , 
27493676071 , 0 , -142.376 , 126.499 , 11.9598 , 
27493700072 , 0 , -141.315 , 127.141 , 12.3656 , 
27493712141 , 0 , -140.798 , 127.164 , 12.4272 , 
27493736065 , 0 , -139.611 , 127.495 , 12.7334 , 
27493772149 , 0 , -137.13 , 128.121 , 13.5253 , 
27493784241 , 0 , -135.75 , 127.963 , 13.8581 , 
27493808190 , 0 , -133.089 , 127.223 , 14.3518 , 
27493832248 , 0 , -131.157 , 127.086 , 14.79 , 
27493844208 , 0 , -130.265 , 126.204 , 14.7056 , 
27493868177 , 0 , -128.936 , 126.769 , 15.2806 , 
27493892184 , 0 , -127.653 , 126.76 , 15.5924 , 
27493916258 , 0 , -126.287 , 125.557 , 15.4711 , 
27493940344 , 0 , -125.114 , 124.986 , 15.5587 , 
27493952206 , 0 , -124.513 , 124.478 , 15.6437 , 
27493976159 , 0 , -123.581 , 124.166 , 15.8939 , 
27494000193 , 0 , -122.754 , 124.146 , 16.1679 , 
27494012168 , 0 , -122.303 , 123.937 , 16.2812 , 
27494036398 , 0 , -121.748 , 124.907 , 16.773 , 
27494060177 , 0 , -121.17 , 126.936 , 17.8915 , 
27494084225 , 0 , -120.763 , 128.229 , 18.7421 , 
27494096255 , 0 , -120.334 , 128.495 , 19.1103 , 
27494120166 , 0 , -119.391 , 128.898 , 19.7437 , 
27494144164 , 0 , -118.522 , 129.014 , 20.2539 , 
27494168179 , 0 , -117.404 , 128.771 , 20.501 , 
27494192310 , 0 , -116.049 , 128.346 , 20.6834 , 
27494204403 , 0 , -115.345 , 128.195 , 20.717 , 
27494228300 , 0 , -114.074 , 127.356 , 20.588 , 
27494252349 , 0 , -112.606 , 126.998 , 20.6757 , 
27494276303 , 0 , -111.282 , 126.949 , 20.7679 , 
