time(ms), id1, x1(mm), y1, z1, id2, x2, y2, z2, id3, x3, y3, z3
28888006.953,0,-10.882,225.889,-8.93564,1,31.1999,200.833,13.9994,2,-44.9105,193.265,14.5018
28888018.877,0,-10.8216,226.351,-8.7881,1,31.2473,201.227,13.8827,2,-44.8947,193.603,14.2875
28888042.84,0,-10.7926,226.961,-8.63819,1,31.2625,201.907,13.608,2,-44.8636,194.088,13.9913
28888066.983,0,-10.711,227.502,-9.03599,1,31.2066,202.302,13.4799,2,-44.7605,194.622,13.8091
28888091.023,0,-10.7021,228.227,-9.20122,1,31.2066,203.211,13.4341,2,-44.6967,195.345,13.7121
28888115.008,0,-10.7782,228.862,-9.33189,1,31.1676,203.676,13.211,2,-44.7427,196.071,13.6098
28888139.105,0,-10.8345,229.549,-9.27738,1,31.1059,204.628,13.0849,2,-44.7681,196.762,13.5734
28888162.996,0,-10.8635,230.092,-9.38711,1,31.1408,205.047,12.8368,2,-44.8136,196.926,13.2515
28888186.955,0,-10.8639,230.765,-9.45902,1,31.0664,205.665,12.8228,2,-44.7495,197.243,13.1004
28888211,0,-10.8265,231.092,-9.62002,1,31.1332,206.104,12.7431,2,-44.6704,197.507,12.96
28888246.957,0,-10.7636,231.438,-10.3982,1,31.1463,206.751,12.4697,2,-44.6363,198.091,12.626
28888260.867,0,-10.7332,231.734,-9.94954,1,31.2375,206.945,12.2415,2,-44.6249,198.309,12.4397
28888283.14,0,-10.683,232.313,-9.6111,1,31.4087,207.43,11.9141,2,-44.5483,198.637,12.1731
28888297.871,0,-10.6176,232.405,-10.238,1,31.3957,207.82,11.8443,2,-44.4709,198.97,12.0929
28888318.969,0,-10.5947,232.939,-9.9728,1,31.4121,208.143,11.7032,2,-44.4356,199.911,11.9828
28888332.901,0,-10.579,233.417,-9.94475,1,31.4386,208.419,11.5674,2,-44.4433,200.212,11.8314
28888358.259,0,-10.4425,233.667,-11.1197,1,31.523,208.998,11.2936,2,-44.4428,200.808,11.5089
28888379.282,0,-10.4374,234.37,-11.139,1,31.5288,209.867,11.1585,2,-44.39,201.526,11.3972
28888391.044,0,-10.4426,234.798,-11.3531,1,31.4917,210.272,11.0867,2,-44.4031,201.798,11.2485
28888426.943,0,-10.4746,235.888,-11.8041,1,31.441,211.402,10.794,2,-44.4297,202.833,11.0211
28888439.051,0,-10.5189,236.213,-12.0639,1,31.4546,211.925,10.6845,2,-44.4328,203.489,11.0959
28888463.018,0,-10.6618,237.189,-12.4678,1,31.3116,212.798,10.5338,2,-44.6649,204.181,10.7931
28888487.069,0,-10.9026,238.184,-11.5456,1,31.0641,213.562,10.4063,2,-44.7627,205.042,10.827
28888511.16,0,-11.0549,238.916,-12.1993,1,30.765,214.659,10.4355,2,-45.0148,206.247,10.7595
28888535.121,0,-11.3113,240.015,-11.7825,1,30.5274,215.342,10.2651,2,-45.256,207.029,10.6468
28888559.156,0,-11.5057,240.827,-12.0754,1,30.3228,215.972,10.1611,2,-45.4787,207.65,10.5562
28888571.164,0,-11.5922,241.178,-11.9617,1,30.243,216.196,10.114,2,-45.5643,207.792,10.491
28888597.113,0,-11.7399,241.468,-12.7709,1,30.042,216.758,10.0908,2,-45.8111,208.581,10.5033
28888619.119,0,-11.889,242.144,-12.6925,1,29.8089,217.101,10.0907,2,-45.8693,208.743,10.4804
28888643.12,0,-12.1,242.599,-12.4087,1,29.5715,217.497,9.98792,2,-46.0773,209.064,10.2256
28888667.181,0,-12.4127,242.975,-11.6479,1,29.2802,218.02,9.78371,2,-46.3288,209.551,10.1485
28888691.097,0,-12.717,243.362,-11.5096,1,29.1517,218.33,9.31735,2,-46.5128,210.141,10.147
28888703.274,0,-12.8296,243.68,-11.5919,1,29.0982,218.545,9.15242,2,-46.6496,210.176,9.94165
28888727.113,0,-13.0336,244.203,-11.7593,1,28.7951,219.118,9.11956,2,-46.8009,210.922,9.93066
28888751.124,0,-13.2217,244.48,-12.0237,1,28.6533,219.092,8.70084,2,-46.9684,211.493,9.75317
28888775.131,0,-13.4144,244.849,-12.0209,1,28.4102,219.686,8.54705,2,-47.1233,212.155,9.6088
28888799.334,0,-13.5673,245.384,-12.7594,1,28.2174,220.361,8.40543,2,-47.3312,212.555,9.29521
28888823.054,0,-13.7372,245.925,-13.878,1,27.976,220.915,8.28596,2,-47.4844,213.093,9.08326
28888835.099,0,-13.8104,246.332,-14.1669,1,27.8401,221.331,8.29869,2,-47.5115,213.186,8.97234
28888859.15,0,-13.9617,246.947,-13.7021,1,27.6646,221.657,8.08147,2,-47.6155,213.794,8.83001
28888883.067,0,-14.0999,247.309,-14.6116,1,27.4949,222.07,7.86839,2,-47.7441,214.384,8.65248
28888895.26,0,-14.1794,247.627,-14.274,1,27.5528,222.296,7.50874,2,-47.7535,214.568,8.56939
28888907.111,0,-14.2526,248.257,-13.9501,1,27.5139,222.615,7.42502,2,-47.7448,214.752,8.51193
28888943.227,0,-14.317,249.179,-14.1421,1,27.3833,223.286,7.03877,2,-47.7589,215.439,8.11535
28888967.265,0,-14.377,249.823,-14.1185,1,27.2598,223.728,6.7968,2,-47.8698,215.958,7.7034
28888979.252,0,-14.4167,250.287,-14.5032,1,27.2213,223.721,6.54366,2,-47.8665,216.137,7.5787
28889003.367,0,-14.5157,251.046,-14.7806,1,27.0182,224.189,6.33948,2,-47.9244,216.788,7.33588
28889027.571,0,-14.6461,251.799,-14.9906,1,26.8209,224.698,6.08692,2,-47.9621,217.506,7.12245
28889051.262,0,-14.7617,252.415,-15.0151,1,26.7616,225.156,5.69866,2,-48.1443,218.103,6.69743
28889077.585,0,-14.929,253.414,-15.0632,1,26.6225,225.991,5.56396,2,-48.3106,219.3,6.53286
28889099.302,0,-14.9684,254.068,-16.3802,1,26.4747,226.764,5.44895,2,-48.484,220.051,6.22337
28889123.233,0,-15.0002,254.625,-17.1238,1,26.451,227.345,5.14393,2,-48.5337,220.851,6.04869
28889147.22,0,-15.0047,254.908,-17.4049,1,26.4058,227.922,5.00852,2,-48.4737,221.194,5.80021
28889171.236,0,-14.9595,255.053,-16.6965,1,26.5345,228.134,4.79686,2,-48.2917,221.353,5.61985
28889195.23,0,-14.7591,255.303,-16.3326,1,26.5796,228.59,4.68252,2,-48.1278,221.461,5.30452
28889219.898,0,-14.5464,255.307,-16.177,1,26.7072,228.472,4.419,2,-47.8581,221.739,5.26363
28889243.281,0,-14.2504,254.85,-17.4741,1,26.8228,228.126,4.1372,2,-47.7464,221.893,4.94332
28889255.231,0,-14.1242,254.568,-17.8781,1,26.9616,228.023,3.87809,2,-47.6448,221.863,4.83895
28889279.217,0,-14.0725,254.841,-17.871,1,27.0684,228.149,3.62111,2,-47.5587,221.848,4.52425
28889315.286,0,-13.8957,254.083,-18.567,1,27.2788,227.373,2.97368,2,-47.5738,220.813,3.43552
28889351.202,0,-13.7947,253.699,-19.1655,1,27.3337,227.397,2.3948,2,-47.4814,220.542,2.97814
28889363.321,0,-13.8111,253.301,-19.1826,1,27.4119,227.073,2.01111,2,-47.4351,220.181,2.79325
28889387.332,0,-13.8791,252.771,-19.3753,1,27.3307,226.557,1.5264,2,-47.5239,219.709,2.28452
28889411.337,0,-14.0419,252.51,-19.905,1,27.1709,226.042,1.05243,2,-47.628,219.543,1.87865
28889435.428,0,-14.1892,252.575,-20.2747,1,27.0452,225.798,0.531092,2,-47.6936,219.333,1.46621
28889459.314,0,-14.2647,252.662,-20.9669,1,26.9637,225.644,0.0333151,2,-47.7568,219.36,1.15416
28889483.348,0,-14.424,253.088,-21.0784,1,26.9409,225.367,-0.531361,2,-47.8515,219.634,0.820367
28889495.34,0,-14.4861,253.43,-21.2819,1,26.8211,225.331,-0.682683,2,-47.9094,219.833,0.704418
28889531.467,0,-14.7509,254.58,-21.5234,1,26.5779,226.508,-1.09981,2,-48.0747,220.957,0.432116
28889555.532,0,-14.9246,255.403,-21.6249,1,26.4305,227.266,-1.31568,2,-48.265,222.113,0.249785
28889579.372,0,-15.1089,256.505,-21.887,1,26.1129,228.437,-1.47713,2,-48.5021,223.144,-0.142366
28889591.495,0,-15.2051,257.037,-21.9215,1,25.9787,229.037,-1.59882,2,-48.6347,224.046,-0.167828
28889627.448,0,-15.4515,258.94,-22.4962,1,25.7193,231.046,-2.02197,2,-48.8577,225.731,-0.526537
28889651.404,0,-15.5587,259.935,-22.2541,1,25.5106,232.052,-2.0853,2,-48.9317,227.178,-0.493431
28889675.33,0,-15.6981,261.258,-23.1964,1,25.3175,233.251,-2.22565,2,-49.0583,228.194,-0.746706
28889687.323,0,-15.7677,261.962,-23.4568,1,25.2154,234.102,-2.24022,2,-49.0738,229.031,-0.702847
28889711.276,0,-15.8589,263.473,-23.4452,1,25.0887,235.487,-2.19545,2,-49.2033,230.533,-0.811491
28889735.587,0,-15.8048,264.867,-23.2177,1,25.1826,237.001,-2.26564,2,-49.0739,232.108,-0.586144
28889759.27,0,-15.6664,265.839,-23.2362,1,25.2091,237.886,-2.22679,2,-48.9226,232.92,-0.572586
28889783.538,0,-15.4397,267.26,-22.5255,1,25.4378,238.758,-2.00632,2,-48.8438,233.897,-0.728751
28889807.33,0,-15.2102,268.194,-21.8991,1,25.5281,239.812,-1.78978,2,-48.6573,234.985,-0.662545
28889831.521,0,-14.9998,268.705,-22.1943,1,25.764,240.52,-1.88168,2,-48.4959,235.745,-0.728328
28889843.488,0,-14.9167,269.101,-22.5795,1,25.8464,241.036,-1.91397,2,-48.4136,236.11,-0.708898
28889867.426,0,-14.7812,269.351,-22.5179,1,25.9561,241.088,-1.91833,2,-48.2404,236.71,-0.690655
28889891.436,0,-14.6285,269.817,-22.5482,1,26.0066,241.241,-1.95922,2,-48.1343,237.311,-0.706263
28889903.525,0,-14.5471,270.06,-22.5441,1,26.0902,241.714,-2.03963,2,-48.0889,237.514,-0.731416
28889915.583,0,-14.4627,270.315,-22.5322,1,26.1573,241.725,-2.10594,2,-48.1093,237.978,-0.813951
28889939.44,0,-14.3282,270.924,-22.7136,1,26.1812,242.025,-2.10651,2,-48.0675,238.236,-1.01379
28889975.417,0,-14.3043,272.273,-23.2471,1,26.0644,242.793,-2.29504,2,-48.0316,239.286,-1.00461
28889987.543,0,-14.3559,272.556,-23.5227,1,25.9447,243.176,-2.3638,2,-48.2351,240.064,-1.12354
28890011.527,0,-14.5522,273.12,-23.4787,1,25.8616,243.8,-2.70808,2,-48.7061,240.697,-1.69929
28890035.522,0,-14.8822,273.421,-22.8655,1,25.7078,244.894,-3.14579,2,-48.8896,241.744,-1.70438
28890071.539,0,-15.5012,274.956,-22.7667,1,25.1336,246.514,-3.41725,2,-49.3241,243.25,-1.64296
28890083.516,0,-15.6853,275.654,-22.9886,1,24.9419,247.046,-3.38848,2,-49.4053,243.886,-1.55515
28890119.471,0,-16.0166,277.546,-22.664,1,24.6201,248.65,-3.6022,2,-49.6806,245.257,-1.64904
28890143.562,0,-16.1133,278.773,-22.5884,1,24.5569,249.824,-3.73982,2,-49.7921,246.4,-1.65375
28890167.527,0,-16.1838,279.218,-22.7836,1,24.532,250.856,-4.04493,2,-50.0593,247.233,-2.08694
28890179.495,0,-16.2451,279.586,-22.8818,1,24.4885,251.471,-4.15413,2,-50.1813,247.707,-2.2548
28890215.505,0,-16.2956,280.864,-23.0366,1,24.4122,252.887,-4.36052,2,-50.1968,248.805,-2.44073
28890227.576,0,-16.271,281.664,-23.2968,1,24.456,253.397,-4.40379,2,-50.1452,249.441,-2.49614
28890251.698,0,-16.2536,282.997,-23.5904,1,24.536,254.424,-4.73846,2,-50.1037,250.749,-2.544
28890263.531,0,-16.2729,283.452,-23.8425,1,24.5959,254.943,-4.90169,2,-50.0871,251.212,-2.59726
28890299.591,0,-16.3523,285.501,-24.0033,1,24.5408,256.588,-5.05141,2,-50.1174,253.177,-2.57341
28890335.614,0,-16.3216,287.115,-24.2791,1,24.4332,257.973,-4.91909,2,-50.0536,254.45,-2.85307
28890359.614,0,-16.2932,287.508,-24.6255,1,24.6739,259.171,-5.49438,2,-50.1643,255.08,-3.06949
28890383.572,0,-16.3549,288.338,-24.5935,1,24.7557,259.995,-5.58759,2,-50.2874,256.069,-3.12665
28890395.673,0,-16.4351,288.715,-24.631,1,24.5766,259.879,-5.55446,2,-50.334,256.156,-3.16957
28890419.517,0,-16.5907,289.276,-24.4574,1,24.3043,260.38,-5.54312,2,-50.4408,256.845,-3.30333
28890443.625,0,-16.8796,290.015,-24.1679,1,23.9743,260.791,-5.60639,2,-50.6952,257.725,-3.31468
28890479.723,0,-17.4614,290.798,-24.8184,1,23.4049,261.219,-5.88584,2,-51.1046,258.156,-3.51233
28890503.551,0,-17.7618,291.33,-24.7851,1,23.4105,262.092,-6.09316,2,-51.2573,258.49,-3.50319
28890527.748,0,-18.068,291.134,-25.2602,1,22.9139,261.92,-6.31976,2,-51.5817,258.936,-3.65621
28890551.578,0,-18.5034,291.662,-25.3026,1,22.4777,262.054,-6.4529,2,-51.9271,259.171,-3.80684
28890563.901,0,-18.7405,291.935,-25.2238,1,22.1807,262.397,-6.49945,2,-52.2138,259.376,-4.05839
28890599.573,0,-19.4609,292.567,-25.6796,1,21.4809,262.798,-7.0387,2,-52.965,260.3,-4.45022
28890611.644,0,-19.769,292.719,-25.5538,1,21.1094,262.95,-7.0184,2,-53.3175,260.576,-4.72127
28890635.635,0,-20.2817,293.27,-25.82,1,20.5288,263.54,-7.31295,2,-53.7635,260.834,-4.99614
28890659.712,0,-21.0509,293.586,-26.5534,1,19.8724,263.969,-7.79585,2,-54.589,261.619,-5.41246
28890683.687,0,-21.7949,294.542,-27.0136,1,19.0789,264.484,-8.10324,2,-55.2558,261.744,-5.83219
28890707.678,0,-22.4085,294.504,-27.7871,1,18.3148,265.64,-8.25033,2,-55.726,262.531,-5.77092
28890731.743,0,-22.9683,295.18,-27.6042,1,17.7125,266.622,-8.47453,2,-56.4141,263.506,-6.04295
28890755.872,0,-23.6304,295.858,-27.5449,1,16.9974,267.516,-8.66036,2,-56.9689,264.314,-5.96546
28890779.741,0,-24.1929,296.644,-27.0551,1,16.471,268.395,-8.8545,2,-57.4978,264.995,-6.04231
28890791.73,0,-24.4507,297.026,-27.7223,1,16.2851,268.512,-8.95542,2,-57.7111,265,-6.15664
28890815.662,0,-24.7989,297.378,-27.9406,1,15.9799,269.068,-9.14503,2,-58.2667,265.661,-6.4213
28890839.653,0,-24.9262,296.943,-27.4101,1,15.9558,269.61,-9.55485,2,-58.5116,265.64,-6.4643
28890863.683,0,-25.0542,297.312,-27.6478,1,15.8854,269.398,-9.62507,2,-58.5654,265.463,-6.53905
28890887.628,0,-25.0724,297.336,-27.5183,1,15.8629,269.597,-9.67627,2,-58.5459,265.668,-6.44882
28890911.688,0,-25.1592,297.508,-27.5183,1,15.8289,269.842,-9.88958,2,-58.6329,265.844,-6.5336
28890947.795,0,-25.0551,297.049,-28.1545,1,15.8431,270.63,-10.1524,2,-58.571,266.203,-6.70277
28890971.669,0,-25.0965,297.44,-28.3237,1,15.8194,271.763,-10.281,2,-58.5186,266.212,-6.75824
28890983.739,0,-25.1038,297.666,-28.7818,1,15.745,271.935,-10.2186,2,-58.6139,266.367,-6.96088
28891007.699,0,-25.2593,298.257,-29.4686,1,15.5626,272.39,-10.1687,2,-58.6838,266.963,-7.0673
28891031.688,0,-25.5474,299.441,-29.9963,1,15.331,273.335,-10.2448,2,-58.8724,268.336,-6.97733
28891055.682,0,-25.8267,300.272,-29.1821,1,15.2314,275.104,-10.757,2,-59.0479,269.016,-7.11384
28891079.617,0,-26.0441,300.783,-29.381,1,14.9279,275.752,-10.705,2,-59.1807,269.719,-7.15191
28891116.056,0,-26.4811,302.582,-29.344,1,14.3025,277.444,-10.662,2,-59.42,270.578,-7.32758
28891127.751,0,-26.5934,303.359,-29.8124,1,14.1879,278.008,-10.7567,2,-59.5228,271.022,-7.35873
28891151.761,0,-26.8248,304.382,-30.1318,1,13.995,279.239,-11.1955,2,-59.7387,271.998,-7.4456
28891163.853,0,-26.9327,304.853,-30.2956,1,13.8347,280.163,-11.2545,2,-59.895,272.834,-7.4768
28891199.893,0,-27.2098,305.579,-30.0079,1,13.2085,281.532,-11.3298,2,-60.4213,275.14,-7.70008
28891235.783,0,-27.7154,307.259,-29.7177,1,12.618,283.268,-11.5105,2,-60.8778,276.351,-8.14639
28891259.845,0,-28.1381,309.119,-30.1102,1,12.2645,284.902,-11.8876,2,-61.1335,277.029,-8.23192
28891283.839,0,-28.4596,310.225,-30.342,1,11.9472,286.238,-12.2067,2,-61.521,278.479,-8.39874
28891307.789,0,-28.8344,311.572,-30.7312,1,11.566,287.547,-12.1983,2,-61.897,279.609,-8.6126
28891331.848,0,-29.1502,312.227,-30.4307,1,11.3196,288.608,-12.591,2,-62.1945,280.604,-8.66323
28891356.109,0,-29.4896,313.302,-30.2111,1,10.9274,289.995,-12.6989,2,-62.5571,281.621,-8.65896
28891379.874,0,-29.7766,314.155,-29.826,1,10.5817,290.878,-12.7063,2,-63.038,283.06,-8.65464
28891403.789,0,-30.094,314.928,-30.1779,1,10.2051,291.977,-12.5501,2,-63.3933,283.996,-8.68309
28891427.783,0,-30.4299,316.087,-30.6078,1,9.96159,293.004,-12.8415,2,-63.6064,284.347,-8.66122
28891451.924,0,-30.6218,316.102,-30.1618,1,9.63998,293.74,-12.5724,2,-63.7936,284.223,-8.60694
28891475.876,0,-30.8548,316.66,-29.7108,1,9.33885,294.095,-12.4962,2,-63.9341,284.656,-8.38216
28891487.988,0,-31.0215,317.276,-29.9587,1,9.17278,294.063,-12.3809,2,-64.0749,285.054,-8.27418
28891499.91,0,-31.1284,317.574,-29.5329,1,9.08454,294.096,-12.2759,2,-64.2739,285.405,-8.2062
28891535.861,0,-31.4288,318.384,-28.7988,1,8.88557,295.842,-12.5954,2,-64.6355,285.989,-8.28079
28891547.937,0,-31.511,318.449,-29.0973,1,8.70938,295.699,-12.4412,2,-64.5826,286.311,-8.05886
28891571.953,0,-31.8033,319.228,-28.8526,1,8.49291,296.381,-12.5382,2,-65.0054,287.637,-8.06644
28891595.944,0,-32.0496,320.243,-28.7028,1,8.23307,296.328,-12.3571,2,-65.2551,288.478,-8.04091
28891623.11,0,-32.0434,320.32,-28.426,1,8.32739,297.4,-12.5223,2,-65.0298,288.558,-7.87721
28891645.667,0,-31.7785,320.899,-28.9479,1,8.71378,298.05,-12.3215,2,-64.563,288.342,-8.06047
28891679.953,0,-31.3614,321.405,-28.8049,1,9.29684,299.004,-12.0792,2,-63.9699,289.002,-8.00827
28891691.915,0,-31.2358,321.579,-28.5593,1,9.44755,299.297,-12.0425,2,-63.814,288.779,-8.19733
28891727.98,0,-31.2514,322.867,-28.9453,1,9.56826,299.932,-12.2761,2,-63.7197,288.93,-8.53184
28891751.901,0,-31.212,323.615,-30.1116,1,9.56342,300.576,-12.1387,2,-63.7692,289.581,-8.96395
28891775.892,0,-31.0076,323.754,-29.9859,1,9.71568,300.981,-12.4275,2,-63.5603,290.261,-8.92089
28891799.893,0,-30.8657,324.141,-30.2211,1,9.88431,303.09,-12.6865,2,-63.2392,290.87,-8.63248
28891811.982,0,-30.8137,324.536,-30.0699,1,9.81198,303.304,-12.6163,2,-63.1642,291.465,-8.51132
28891847.909,0,-30.7375,325.457,-29.8681,1,9.91554,304.376,-12.919,2,-62.9426,292.365,-8.68553
28891884.052,0,-30.7639,327.147,-29.8744,1,9.94785,306.245,-13.5891,2,-63.1698,295.009,-8.89401
28891908.069,0,-31.091,329.254,-30.1463,1,9.50865,307.392,-13.4443,2,-63.5668,296.616,-9.2156
28891932.102,0,-31.3584,331.1,-29.9682,1,9.29603,308.233,-13.7143,2,-63.7756,298.296,-9.24768
28891944.091,0,-31.5115,331.589,-29.995,1,9.11271,308.298,-13.8971,2,-64.0812,299.475,-9.42731
28891980.034,0,-31.8584,333.947,-30.0238,1,8.59557,310.786,-14.2208,2,-64.2776,301.502,-9.49231
28891992.129,0,-31.9411,334.627,-30.1072,1,8.50067,311.892,-14.3075,2,-64.2862,301.649,-9.60039
28892040.064,0,-32.4281,337.579,-30.9075,1,7.89712,313.837,-14.6839,2,-64.7017,304.03,-9.76192
