time(ms), x(mm), y, z, ax(m/s2), ay, az
28001604.324,4.4679079439,157.51367667,203.8055109,-1.1055054365,-3.8555823694,0.15055089256
28001604.824,4.4736358973,157.58287679,203.72901433,-1.0952693411,-3.7854685663,0.14182448501
28001605.324,4.4788110979,157.65014912,203.65259303,-1.0850332457,-3.7153547633,0.13309807753
28001605.824,4.4834386639,157.71552872,203.57624264,-1.0747971502,-3.6452409602,0.12437166998
28001606.324,4.4875237132,157.77905064,203.49995881,-1.0645610548,-3.5751271573,0.11564526244
28001606.824,4.491071364,157.84074994,203.42373715,-1.0543249594,-3.5050133541,0.10691885495
28001607.324,4.4940867342,157.90066167,203.34757333,-1.044088864,-3.4348995511,0.098192447354
28001607.824,4.496574942,157.9588209,203.27146296,-1.0338527686,-3.3647857481,0.089466039924
28001608.324,4.4985411053,158.01526268,203.19540168,-1.0236166732,-3.294671945,0.080739632381
28001608.824,4.4999903422,158.07002207,203.11938514,-1.0133805778,-3.2245581419,0.072013224838
28001609.324,4.5009277708,158.12313412,203.04340897,-1.0031444823,-3.154444339,0.063286817351
28001609.824,4.5013585091,158.17463389,202.96746881,-0.99290838693,-3.0843305358,0.054560409751
28001610.324,4.5012876752,158.22455644,202.89156029,-0.98267229152,-3.0142167328,0.045834002265
28001610.824,4.5007203871,158.27293683,202.81567905,-0.9724361961,-2.9441029297,0.037107594778
28001611.324,4.4996617628,158.3198101,202.73982073,-0.96220010069,-2.8739891268,0.028381187235
28001611.824,4.4981169204,158.36521133,202.66398096,-0.95196400527,-2.8038753237,0.019654779692
28001612.324,4.496090978,158.40917556,202.58815538,-0.94172790986,-2.7337615207,0.010928372149
28001612.824,4.4935890536,158.45173785,202.51233963,-0.93149181445,-2.6636477176,0.002201964719
28001613.324,4.4906162652,158.49293326,202.43652934,-0.92125571903,-2.5935339145,-0.0065244428811
28001613.824,4.4871777309,158.53279685,202.36072016,-0.91101962362,-2.5234201115,-0.015250850367
28001614.324,4.4832785688,158.57136367,202.28490771,-0.9007835282,-2.4533063084,-0.023977257968
28001614.824,4.4789238968,158.60866878,202.20908764,-0.89054743279,-2.3831925055,-0.032703665397
28001615.324,4.4741188331,158.64474724,202.13325557,-0.88031133738,-2.3130787023,-0.04143007294
28001615.824,4.4688684957,158.6796341,202.05740716,-0.87007524196,-2.2429648993,-0.050156480484
28001616.324,4.4631780026,158.71336442,201.98153803,-0.85983914655,-2.1728510964,-0.05888288797
28001616.824,4.4570524719,158.74597326,201.90564382,-0.84960305114,-2.1027372932,-0.06760929557
28001617.324,4.4504970216,158.77749567,201.82972017,-0.83936695572,-2.0326234902,-0.076335703
28001617.824,4.4435167697,158.80796672,201.75376272,-0.82913086031,-1.9625096872,-0.0850621106
28001618.324,4.4361168344,158.83742145,201.6777671,-0.8188947649,-1.8923958841,-0.093788518086
28001618.824,4.4283023337,158.86589493,201.60172895,-0.80865866948,-1.822282081,-0.10251492563
28001619.324,4.4200783856,158.89342221,201.5256439,-0.79842257407,-1.7521682781,-0.11124133312
28001619.824,4.4114501081,158.92003835,201.4495076,-0.78818647866,-1.6820544749,-0.11996774066
28001620.324,4.4024226194,158.94577841,201.37331567,-0.77795038324,-1.611940672,-0.12869414815
28001620.824,4.3930010374,158.97067743,201.29706376,-0.76771428783,-1.5418268688,-0.13742055575
28001621.324,4.3831904803,158.99477049,201.22074751,-0.75747819241,-1.4717130658,-0.14614696323
28001621.824,4.372996066,159.01809264,201.14436254,-0.747242097,-1.4015992629,-0.15487337072
28001622.324,4.3624229125,159.04067892,201.0679045,-0.73700600159,-1.3314854597,-0.16359977832
28001622.824,4.3514761381,159.06256441,200.99136903,-0.72676990617,-1.2613716567,-0.17232618575
28001623.324,4.3401608606,159.08378416,200.91475175,-0.71653381076,-1.1912578536,-0.18105259335
28001623.824,4.3284821982,159.10437322,200.83804831,-0.70629771535,-1.1211440507,-0.18977900083
28001624.324,4.3164452689,159.12436665,200.76125435,-0.69606161993,-1.0510302476,-0.19850540838
28001624.824,4.3040551907,159.14379951,200.68436549,-0.68582552452,-0.98091644452,-0.20723181586
28001625.324,4.2913170818,159.16270685,200.60737739,-0.67558942911,-0.91080264144,-0.21595822341
28001625.824,4.27823606,159.18112374,200.53028566,-0.66535333369,-0.84068883848,-0.22468463095
28001626.324,4.2648172436,159.19908522,200.45308596,-0.65511723828,-0.7705750354,-0.23341103844
28001626.824,4.2510657504,159.21662636,200.37577391,-0.64488114286,-0.70046123238,-0.24213744598
28001627.324,4.2369866987,159.23378221,200.29834516,-0.63464504745,-0.63034742925,-0.25086385347
28001627.824,4.2225852064,159.25058783,200.22079534,-0.62440895204,-0.56023362629,-0.25959026107
28001628.324,4.2078663915,159.26707828,200.14312009,-0.61417285662,-0.49011982327,-0.26831666855
28001628.824,4.1928353722,159.28328861,200.06531505,-0.60393676121,-0.42000602014,-0.27704307604
28001629.324,4.1774972665,159.29925388,199.98737584,-0.5937006658,-0.34989221712,-0.28576948364
28001629.824,4.1618571923,159.31500915,199.90929812,-0.58346457038,-0.27977841415,-0.29449589107
28001630.324,4.1459202679,159.33058947,199.83107751,-0.57322847497,-0.20966461102,-0.30322229861
28001630.824,4.1296916111,159.34602991,199.75270965,-0.56299237955,-0.13955080794,-0.31194870621
28001631.324,4.1131763402,159.36136551,199.67419018,-0.55275628414,-0.069437005038,-0.3206751137
28001631.824,4.096379573,159.37663133,199.59551473,-0.54252018873,0.00067679815174,-0.32940152113
28001632.324,4.0793064277,159.39186244,199.51667895,-0.53228409331,0.070790601114,-0.33812792879
28001632.824,4.0619620223,159.40709388,199.43767847,-0.5220479979,0.14090440413,-0.34685433621
28001633.324,4.0443514748,159.42236072,199.35850892,-0.51181190249,0.21101820727,-0.35558074381
28001633.824,4.0264799034,159.43769802,199.27916595,-0.50157580707,0.28113201029,-0.3643071513
28001634.324,4.008352426,159.45314082,199.19964519,-0.49133971166,0.35124581325,-0.37303355879
28001634.824,3.9899741607,159.46872419,199.11994227,-0.48110361625,0.42135961638,-0.38175996633
28001635.324,3.9713502255,159.48448318,199.04005283,-0.47086752083,0.4914734194,-0.39048637387
28001635.824,3.9524857385,159.50045285,198.95997252,-0.46063142542,0.56158722248,-0.39921278142
28001636.324,3.9333858178,159.51666825,198.87969696,-0.45039533001,0.63170102544,-0.4079391889
28001636.824,3.9140555814,159.53316445,198.7992218,-0.44015923459,0.70181482852,-0.41666559639
28001637.324,3.8945001472,159.54997651,198.71854266,-0.42992313918,0.77192863165,-0.42539200399
28001637.824,3.8747246335,159.56713946,198.6376552,-0.41968704376,0.84204243456,-0.43411841148
28001638.324,3.8547341582,159.58468839,198.55655504,-0.40945094835,0.91215623769,-0.44284481902
28001638.824,3.8345338394,159.60265833,198.47523781,-0.39921485294,0.98227004071,-0.45157122651
28001639.324,3.8141287951,159.62108435,198.39369917,-0.38897875752,1.0523838438,-0.46029763405
28001639.824,3.7935241434,159.64000151,198.31193474,-0.37829300724,1.1139342008,-0.46670948382
28001640.324,3.7727250023,159.65944486,198.22994016,-0.36438869311,1.1141886631,-0.45655406802
28001640.824,3.7517367147,159.67944518,198.14771223,-0.34908177134,1.0877311834,-0.4391788562
28001641.324,3.7305662327,159.70000259,198.06525602,-0.33376904612,1.0611631801,-0.4217737719
28001641.824,3.7092212099,159.72110386,197.98258022,-0.31845632091,1.0345951769,-0.40436868761
28001642.324,3.6877093026,159.74273572,197.89969353,-0.3031435957,1.0080271737,-0.38696360315
28001642.824,3.666038167,159.76488488,197.81660466,-0.28783087049,0.98145917042,-0.36955851886
28001643.324,3.6442154597,159.78753804,197.73332231,-0.27251814527,0.95489116728,-0.35215343451
28001643.824,3.622248837,159.81068194,197.64985518,-0.25720542006,0.92832316409,-0.33474835016
28001644.324,3.6001459552,159.83430329,197.56621197,-0.24189269485,0.90175516078,-0.31734326575
28001644.824,3.5779144706,159.85838879,197.48240139,-0.22657996964,0.87518715759,-0.29993818146
28001645.324,3.5555620397,159.88292518,197.39843213,-0.21126724442,0.84861915445,-0.28253309705
28001645.824,3.5330963189,159.90789915,197.31431291,-0.19595451921,0.82205115115,-0.26512801276
28001646.324,3.5105249644,159.93329744,197.23005242,-0.180641794,0.79548314801,-0.24772292835
28001646.824,3.4878556326,159.95910675,197.14565936,-0.16532906879,0.7689151447,-0.23031784406
28001647.324,3.46509598,159.9853138,197.06114245,-0.15001634358,0.74234714162,-0.21291275959
28001647.824,3.4422536628,160.01190532,196.97651037,-0.13470361836,0.71577913826,-0.19550767536
28001648.324,3.4193363375,160.038868,196.89177184,-0.11939089315,0.68921113512,-0.17810259095
28001648.824,3.3963516603,160.06618857,196.80693556,-0.10407816794,0.66264313193,-0.16069750666
28001649.324,3.3733072877,160.09385375,196.72201022,-0.088765442729,0.63607512868,-0.14329242219
28001649.824,3.350210876,160.12185026,196.63700454,-0.073452717515,0.60950712543,-0.1258873379
28001650.324,3.3270700816,160.15016479,196.55192721,-0.058139992302,0.5829391223,-0.10848225361
28001650.824,3.3038925608,160.17878409,196.46678693,-0.042827267091,0.55637111905,-0.091077169145
28001651.324,3.2806859701,160.20769485,196.38159242,-0.027514541879,0.5298031158,-0.073672084852
28001651.824,3.2574579657,160.2368838,196.29635236,-0.012201816666,0.50323511266,-0.056267000446
28001652.324,3.234216204,160.26633765,196.21107547,0.0031109085468,0.47666710935,-0.038861916209
28001652.824,3.2109683414,160.29604311,196.12577045,0.018423633757,0.45009910622,-0.021456831746
28001653.324,3.1877220343,160.32598691,196.04044599,0.03373635897,0.42353110297,-0.0040517473963
28001653.824,3.164484939,160.35615576,195.95511081,0.049049084184,0.39696309977,0.013353336897
28001654.324,3.1412647119,160.38653638,195.8697736,0.064361809394,0.37039509652,0.030758421246
28001654.824,3.1180690093,160.41711548,195.78444307,0.079674534607,0.34382709333,0.048163505653
28001655.324,3.0949054876,160.44787977,195.69912792,0.09498725982,0.31725909008,0.065568590003
28001655.824,3.0717818032,160.47881598,195.61383684,0.11029998503,0.29069108695,0.082973674296
28001656.324,3.0487056124,160.50991082,195.52857856,0.12561271024,0.26412308364,0.10037875876
28001656.824,3.0256845716,160.541151,195.44336176,0.14092543546,0.2375550805,0.117783843
28001657.324,3.0027263372,160.57252324,195.35819515,0.15623816067,0.21098707731,0.1351889274
28001657.824,2.9798385655,160.60401427,195.27308743,0.17155088588,0.18441907395,0.15259401175
28001658.324,2.9570289128,160.63561078,195.1880473,0.18686361109,0.15785107092,0.1699990961
28001658.824,2.9343050356,160.66729951,195.10308348,0.2021763363,0.13128306756,0.18740418045
28001659.324,2.9116745902,160.69906716,195.01820465,0.21748906152,0.10471506437,0.2048092648
28001659.824,2.889145233,160.73090045,194.93341952,0.23280178673,0.078147061231,0.22221434921
28001660.324,2.8667246203,160.7627861,194.8487368,0.24811451194,0.051579057981,0.23961943344
28001660.824,2.8444204085,160.79471082,194.76416519,0.26342723715,0.025011054731,0.25702451791
28001661.324,2.822240254,160.82666134,194.67971338,0.27873996236,-0.0015569484049,0.27442960226
28001661.824,2.8001918131,160.85862436,194.59539009,0.29405268758,-0.028124951712,0.29183468649
28001662.324,2.7782827421,160.8905866,194.51120401,0.30936541279,-0.054692954905,0.30923977101
28001662.824,2.7565206975,160.92253477,194.42716385,0.324678138,-0.081260958041,0.32664485525
28001663.324,2.7349133356,160.9544556,194.34327831,0.33999086321,-0.10782896135,0.3440499396
